"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Kyle Finnegan","WSN","1","0","0","25","0","24.2","9.85","4.74","0.73",".297","77.6%","50.8%","11.1%","2.92","3.55","3.76","4.11","0.3","1","21","10","8","2","13","1","2","27","33","18","14",".226","1.38",".297","77.6%","1.83","21.5%","50.8%","27.7%","5.6%","11.1%","70.4%","20.8%","","","","8.8%","25.8%","66.5%","44.6%","56.9%","81.4%","73.8%","46.3%","11.7%","4","25.2%","12.1%","4.20","87.8","6.2","4.5%","107.2","27.3%","29.6%","15009"
"Scott Alexander","LAD","2","0","0","13","0","12.1","6.57","6.57","1.46",".219","78.9%","72.7%","66.7%","2.92","5.30","6.03","4.39","-0.2","2","9","6","4","2","9","0","0","9","24","3","6",".209","1.46",".219","78.9%","8.00","18.2%","72.7%","9.1%","0.0%","66.7%","83.2%","16.8%","","","","","29.8%","69.3%","47.0%","64.7%","85.2%","77.9%","43.6%","10.4%","3","17.3%","17.3%","5.06","90.7","-7.1","5.9%","115.5","41.2%","23.8%","10591"
"Luis Garcia","HOU","0","1","0","5","1","12.1","6.57","3.65","0.73",".182","77.6%","41.2%","7.7%","2.92","4.83","4.25","5.22","0.1","0","7","4","4","1","5","1","1","9","14","13","7",".163","0.97",".182","77.6%","1.08","20.6%","41.2%","38.2%","0.0%","7.7%","53.7%","15.3%","5.4%","7.4%","18.2%","","24.1%","69.0%","43.3%","50.0%","86.7%","75.0%","42.9%","10.8%","0","18.4%","10.2%","5.05","89.6","12.6","5.9%","109.7","38.2%","26.6%","23735"
"Yency Almonte","COL","3","0","1","24","0","27.2","7.48","1.95","0.65",".291","67.3%","56.3%","8.3%","2.93","3.58","3.44","4.18","0.5","2","25","13","9","2","6","3","0","23","45","24","11",".240","1.12",".291","67.3%","1.88","13.8%","56.3%","30.0%","8.3%","8.3%","43.0%","44.8%","","","12.1%","","29.1%","69.6%","45.5%","54.5%","82.5%","71.9%","40.6%","12.8%","4","20.4%","5.3%","3.74","87.6","7.3","4.9%","108.1","29.6%","29.8%","15068"
"Archie Bradley","- - -","2","0","6","16","0","18.1","8.84","1.47","0.49",".320","76.5%","39.2%","5.9%","2.95","4.13","2.59","3.67","0.6","1","17","6","6","1","3","1","0","18","20","17","14",".246","1.09",".320","76.5%","1.18","27.5%","39.2%","33.3%","11.8%","5.9%","65.9%","","","22.5%","11.6%","","30.4%","66.1%","45.7%","64.6%","88.5%","79.4%","42.8%","9.4%","2","24.7%","4.1%","3.44","86.7","13.4","9.8%","108.0","33.3%","30.1%","12918"
"Dan Winkler","CHC","0","0","0","18","0","18.1","8.84","5.40","1.47",".186","85.1%","42.2%","18.8%","2.95","4.83","5.32","4.87","-0.1","1","11","7","6","3","11","1","0","18","19","16","10",".172","1.20",".186","85.1%","1.19","22.2%","42.2%","35.6%","18.8%","18.8%","33.1%","10.7%","55.9%","","0.3%","","37.8%","68.0%","48.2%","64.9%","87.1%","75.7%","34.4%","11.7%","1","23.7%","14.5%","4.85","85.5","15.4","8.7%","110.1","32.6%","24.1%","12237"
"Adbert Alzolay","CHC","1","1","0","6","4","21.1","12.23","5.48","0.42",".256","73.2%","43.2%","7.7%","2.95","3.45","3.05","3.62","0.5","0","12","8","7","1","13","1","1","29","19","13","12",".164","1.17",".256","73.2%","1.46","27.3%","43.2%","29.5%","15.4%","7.7%","52.2%","5.9%","","33.9%","8.0%","","29.9%","62.8%","43.2%","60.9%","84.7%","74.9%","40.3%","10.9%","0","33.3%","14.9%","4.15","89.2","9.9","4.5%","109.7","38.6%","29.5%","17859"
"Justin Verlander","HOU","1","0","0","1","1","6.0","10.50","1.50","3.00",".091","100.0%","61.5%","40.0%","3.00","2.79","5.69","2.96","0.0","0","3","2","2","2","1","0","0","7","8","5","0",".150","0.67",".091","100.0%","1.60","0.0%","61.5%","38.5%","0.0%","40.0%","54.8%","38.4%","","1.4%","5.5%","","32.5%","66.7%","47.9%","53.8%","86.4%","74.3%","45.2%","12.3%","0","33.3%","4.8%","2.86","90.4","10.0","15.4%","110.9","53.8%","28.8%","8700"
"Ray Black","MIL","0","0","0","3","0","3.0","9.00","9.00","0.00",".250","80.0%","50.0%","0.0%","3.00","4.54","4.19","6.76","0.0","0","2","1","1","0","3","0","0","3","4","4","0",".182","1.67",".250","80.0%","1.00","0.0%","50.0%","50.0%","0.0%","0.0%","59.7%","40.3%","","","","","20.5%","64.3%","38.8%","50.0%","88.9%","76.9%","41.8%","9.0%","0","21.4%","21.4%","6.32","86.7","14.9","12.5%","105.5","25.0%","28.4%","14244"
"Joel Payamps","ARI","0","0","0","2","0","3.0","6.00","9.00","0.00",".250","60.0%","12.5%","0.0%","3.00","18.25","4.86","6.14","0.0","0","2","2","1","0","3","0","0","2","1","2","5",".200","1.67",".250","60.0%","0.50","62.5%","12.5%","25.0%","0.0%","0.0%","62.7%","32.2%","","","5.1%","","3.0%","61.5%","28.8%","100.0%","81.3%","82.4%","44.1%","5.1%","0","15.4%","23.1%","7.49","100.3","17.5","25.0%","108.3","87.5%","23.7%","14332"
"Sandy Alcantara","MIA","3","2","0","7","7","42.0","8.36","3.21","0.86",".274","63.9%","49.1%","11.8%","3.00","4.07","3.72","4.04","0.9","0","35","22","14","4","15","1","1","39","57","34","25",".224","1.19",".274","63.9%","1.68","21.6%","49.1%","29.3%","8.8%","11.8%","59.8%","23.6%","","6.5%","10.1%","","31.5%","69.0%","48.3%","61.7%","87.8%","78.4%","44.9%","10.4%","0","22.7%","8.7%","4.39","88.3","6.9","6.0%","108.7","38.5%","25.8%","18684"
"Ben Heller","NYY","0","0","0","6","0","6.0","9.00","3.00","3.00",".200","100.0%","29.4%","28.6%","3.00","6.32","7.52","5.44","-0.1","0","5","2","2","2","2","2","0","6","5","7","5",".217","1.17",".200","100.0%","0.71","29.4%","29.4%","41.2%","14.3%","28.6%","51.4%","36.0%","","","12.6%","","31.9%","64.3%","44.1%","54.5%","88.9%","73.5%","37.8%","11.7%","0","22.2%","7.4%","4.20","88.8","18.5","5.9%","107.5","35.3%","30.6%","15100"
"Brad Boxberger","MIA","1","0","0","23","0","18.0","9.00","4.00","1.50",".286","87.2%","51.0%","15.8%","3.00","5.13","4.86","4.73","0.0","1","17","7","6","3","8","1","0","18","26","19","6",".243","1.39",".286","87.2%","1.37","11.8%","51.0%","37.3%","5.3%","15.8%","55.2%","17.6%","","0.6%","26.6%","","24.6%","68.4%","44.0%","67.3%","80.6%","76.4%","44.3%","10.4%","5","22.8%","10.1%","4.28","88.6","10.3","7.7%","113.0","38.5%","26.6%","10133"
"Noe Ramirez","LAA","1","0","0","21","0","21.0","6.00","3.86","0.86",".220","81.1%","40.0%","8.3%","3.00","4.10","4.52","5.49","0.1","1","15","7","7","2","9","1","1","14","24","24","12",".200","1.14",".220","81.1%","1.00","20.0%","40.0%","40.0%","16.7%","8.3%","36.0%","31.0%","","","33.0%","","33.0%","62.4%","44.6%","73.1%","77.1%","75.3%","39.6%","11.0%","0","16.5%","10.6%","5.21","87.4","14.9","4.9%","109.3","39.3%","28.9%","12800"
"Cody Stashak","MIN","1","0","0","11","0","15.0","10.20","1.80","1.20",".257","80.4%","35.1%","11.8%","3.00","3.98","3.26","3.71","0.3","0","11","5","5","2","3","0","1","17","13","17","7",".204","0.93",".257","80.4%","0.76","18.9%","35.1%","45.9%","17.6%","11.8%","55.2%","40.8%","","","4.0%","","38.6%","72.5%","52.5%","62.7%","77.3%","70.9%","40.8%","15.2%","5","29.8%","5.3%","3.10","89.6","17.1","13.5%","108.4","37.8%","30.9%","18088"
"Mike Clevinger","- - -","3","2","0","8","8","41.2","8.64","3.02","1.30",".275","85.9%","34.3%","14.6%","3.02","4.77","4.15","4.18","0.7","0","34","14","14","6","14","0","2","40","36","41","28",".230","1.15",".275","85.9%","0.88","26.7%","34.3%","39.0%","9.8%","14.6%","39.9%","32.2%","7.1%","12.5%","8.3%","","27.4%","68.1%","45.5%","52.5%","81.6%","71.9%","44.4%","12.8%","0","24.7%","8.6%","4.36","88.2","17.7","7.4%","110.2","34.3%","29.4%","12808"
"Rich Hill","MIN","2","2","0","8","8","38.2","7.22","3.96","0.70",".240","78.9%","40.6%","7.7%","3.03","5.06","3.99","4.93","0.7","0","28","13","13","3","17","1","1","31","43","39","24",".203","1.16",".240","78.9%","1.10","22.6%","40.6%","36.8%","10.3%","7.7%","47.0%","3.1%","3.6%","46.2%","","0.2%","27.5%","61.2%","42.3%","82.1%","86.2%","84.7%","44.1%","6.5%","0","19.9%","10.9%","5.17","86.8","15.7","9.3%","110.7","29.9%","27.3%","4806"
"Daniel Castano","MIA","1","2","0","7","6","29.2","3.64","3.34","0.91",".270","78.8%","46.6%","9.7%","3.03","5.41","4.81","5.51","0.2","0","30","12","10","3","11","0","1","12","48","31","24",".261","1.38",".270","78.8%","1.55","23.3%","46.6%","30.1%","6.5%","9.7%","49.2%","25.7%","","","25.1%","","28.3%","75.6%","49.2%","70.7%","87.3%","82.0%","44.1%","8.9%","0","9.5%","8.7%","5.92","89.4","11.6","5.8%","116.9","37.9%","21.7%","19805"
"Jose Cisnero","DET","3","3","0","29","0","29.2","10.31","3.03","0.30",".293","75.1%","36.8%","3.2%","3.03","4.21","2.65","4.23","0.8","2","23","10","10","1","10","3","0","34","28","31","17",".209","1.11",".293","75.1%","0.90","22.4%","36.8%","40.8%","12.9%","3.2%","63.0%","28.1%","","","8.9%","","30.3%","75.6%","48.2%","50.5%","80.6%","69.2%","39.5%","14.8%","6","27.6%","8.1%","3.60","90.0","14.7","7.9%","111.1","46.1%","28.1%","6399"
"Junior Guerra","ARI","1","2","0","25","0","23.2","7.99","5.70","0.38",".250","73.6%","50.8%","7.1%","3.04","4.39","4.12","4.71","0.1","2","17","10","8","1","15","2","2","21","32","14","17",".198","1.35",".250","73.6%","2.29","27.0%","50.8%","22.2%","0.0%","7.1%","60.6%","","","21.8%","","17.6%","30.8%","71.9%","47.8%","58.9%","84.2%","74.6%","41.3%","12.1%","4","20.4%","14.6%","5.03","86.4","8.5","4.6%","111.3","27.7%","25.5%","5702"
"Enoli Paredes","HOU","3","3","0","22","0","20.2","8.71","4.79","0.44",".298","73.4%","43.9%","5.9%","3.05","5.70","3.63","4.58","0.3","2","18","9","7","1","11","1","0","20","25","17","15",".231","1.40",".298","73.4%","1.47","26.3%","43.9%","29.8%","11.8%","5.9%","68.2%","25.4%","","4.4%","1.9%","","24.2%","65.1%","43.6%","63.0%","75.0%","71.5%","47.5%","12.4%","4","22.2%","12.2%","4.63","89.4","13.2","5.2%","110.6","37.9%","30.7%","20447"
"Brandon Woodruff","MIL","3","5","0","13","13","73.2","11.12","2.20","1.10",".269","79.2%","49.4%","14.1%","3.05","2.90","3.20","3.29","2.1","0","55","26","25","9","18","4","1","91","88","64","26",".203","0.99",".269","79.2%","1.38","14.6%","49.4%","36.0%","17.2%","14.1%","65.1%","10.7%","","6.6%","17.6%","","31.2%","69.7%","48.1%","64.0%","78.0%","72.9%","44.1%","13.0%","0","31.1%","6.1%","3.30","86.7","13.3","7.2%","115.3","33.3%","30.3%","16162"
"Will Harris","WSN","0","1","1","20","0","17.2","10.70","4.58","1.53",".353","81.4%","42.3%","18.8%","3.06","5.27","4.55","4.09","0.1","3","21","9","6","3","9","0","1","21","22","16","14",".280","1.70",".353","81.4%","1.38","26.9%","42.3%","30.8%","12.5%","18.8%","","","77.7%","22.3%","","","36.6%","70.7%","49.6%","54.4%","88.3%","72.8%","38.1%","13.5%","6","25.0%","10.7%","4.13","91.2","10.5","9.3%","111.4","46.3%","27.2%","3192"
"A.J. Cole","TOR","3","0","1","24","0","23.1","7.71","3.47","1.16",".254","79.8%","32.3%","9.7%","3.09","2.46","4.31","5.20","0.2","3","19","9","8","3","9","0","3","20","21","31","13",".221","1.20",".254","79.8%","0.68","20.0%","32.3%","47.7%","19.4%","9.7%","34.6%","47.9%","7.2%","2.3%","7.9%","","32.9%","72.0%","47.9%","69.6%","77.8%","74.3%","38.5%","12.3%","2","21.1%","9.5%","4.63","86.7","22.4","3.0%","110.2","27.3%","26.4%","11467"
"Aroldis Chapman","NYY","1","1","3","13","0","11.2","16.97","3.09","1.54",".250","85.4%","22.2%","20.0%","3.09","2.66","2.93","2.36","0.3","2","6","4","4","2","4","1","0","22","4","10","4",".150","0.86",".250","85.4%","0.40","22.2%","22.2%","55.6%","0.0%","20.0%","76.9%","21.1%","","","","2.0%","33.3%","71.4%","50.8%","52.8%","64.6%","60.4%","45.7%","20.1%","0","48.9%","8.9%","1.79","83.1","24.7","11.1%","106.8","27.8%","37.7%","10233"
"Brusdar Graterol","LAD","1","2","0","23","2","23.1","5.01","1.16","0.39",".250","66.4%","62.3%","6.7%","3.09","2.90","3.41","4.09","0.4","1","18","9","8","1","3","3","0","13","43","15","11",".220","0.90",".250","66.4%","2.87","15.9%","62.3%","21.7%","6.7%","6.7%","71.1%","28.9%","","","","","34.2%","66.9%","49.8%","80.8%","91.4%","87.6%","47.8%","6.2%","5","14.8%","3.4%","3.70","88.8","-0.7","2.9%","109.1","33.3%","26.5%","20367"
"Marco Gonzales","SEA","7","2","0","11","11","69.2","8.27","0.90","1.03",".263","73.1%","37.6%","9.6%","3.10","3.84","3.32","4.13","2.0","0","59","27","24","8","7","4","0","64","76","83","43",".222","0.95",".263","73.1%","0.92","21.3%","37.6%","41.1%","16.9%","9.6%","45.3%","","24.3%","16.1%","14.3%","","34.1%","63.8%","47.6%","72.1%","88.9%","82.3%","45.4%","8.4%","0","23.1%","2.5%","3.90","86.4","17.7","8.4%","112.0","34.2%","29.8%","15467"
"Rowan Wick","CHC","0","1","4","19","0","17.1","10.38","3.12","0.52",".362","79.6%","37.5%","5.9%","3.12","4.39","2.67","3.81","0.5","0","18","6","6","1","6","0","0","20","18","17","13",".265","1.38",".362","79.6%","1.06","27.1%","37.5%","35.4%","11.8%","5.9%","52.3%","","13.5%","34.2%","","","31.9%","63.1%","46.4%","63.5%","84.3%","76.6%","46.4%","10.9%","5","27.0%","8.1%","3.64","90.1","16.0","10.4%","112.7","39.6%","29.6%","14646"
"Brent Suter","MIL","2","0","0","16","4","31.2","10.80","1.42","1.14",".321","75.7%","51.2%","19.0%","3.13","2.92","3.00","2.64","0.7","0","30","13","11","4","5","1","0","38","43","21","20",".244","1.11",".321","75.7%","2.05","23.8%","51.2%","25.0%","4.8%","19.0%","79.1%","","","7.2%","13.8%","","31.6%","68.5%","47.3%","51.1%","84.0%","71.3%","42.4%","13.6%","2","29.5%","3.9%","2.85","84.5","6.5","4.7%","112.3","30.6%","30.2%","13942"
"Adam Wainwright","STL","5","3","0","10","10","65.2","7.40","2.06","1.23",".247","78.8%","43.4%","13.8%","3.15","4.48","4.11","4.23","1.0","0","54","25","23","9","15","2","0","54","82","65","42",".220","1.05",".247","78.8%","1.26","22.2%","43.4%","34.4%","9.2%","13.8%","36.9%","","22.4%","38.3%","2.5%","","32.3%","64.2%","45.7%","61.5%","86.5%","76.2%","42.0%","10.9%","0","20.6%","5.7%","4.39","87.3","12.0","6.3%","113.2","36.6%","31.0%","2233"
"Elieser Hernandez","MIA","1","0","0","6","6","25.2","11.92","1.75","1.75",".267","85.7%","33.8%","17.2%","3.16","3.23","3.89","3.54","0.5","0","21","10","9","5","5","2","0","34","22","29","14",".212","1.01",".267","85.7%","0.76","21.5%","33.8%","44.6%","6.9%","17.2%","59.2%","35.1%","","","5.7%","","28.2%","72.1%","51.4%","58.3%","79.8%","74.2%","53.0%","13.2%","0","32.1%","4.7%","3.17","91.8","16.6","7.7%","113.0","38.5%","29.6%","16933"
"Cody Ponce","PIT","1","1","0","5","3","17.0","6.35","3.18","2.65",".163","100.0%","35.4%","20.0%","3.18","5.52","6.66","5.67","-0.2","0","12","7","6","5","6","0","0","12","17","25","6",".200","1.06",".163","100.0%","0.68","12.5%","35.4%","52.1%","12.0%","20.0%","44.2%","","24.2%","23.8%","7.9%","","27.7%","65.5%","43.4%","72.1%","94.4%","86.1%","41.5%","6.0%","0","18.2%","9.1%","5.27","88.7","21.2","14.6%","108.4","33.3%","27.2%","17920"
"Pedro Baez","LAD","0","0","2","18","0","17.0","6.88","3.71","1.06",".167","63.4%","38.0%","8.0%","3.18","3.25","4.43","5.73","0.1","0","10","8","6","2","7","0","0","13","19","25","6",".159","1.00",".167","63.4%","0.76","12.0%","38.0%","50.0%","16.0%","8.0%","42.2%","21.9%","","","35.9%","","36.4%","68.5%","47.7%","65.3%","82.4%","74.0%","35.3%","12.4%","6","18.6%","10.0%","4.98","86.7","22.6","4.0%","107.0","28.0%","27.1%","5420"
"Alex Reyes","STL","2","1","1","15","1","19.2","12.36","6.41","0.46",".295","67.7%","37.2%","5.0%","3.20","3.50","3.24","4.54","0.5","0","14","10","7","1","14","0","2","27","16","20","7",".194","1.42",".295","67.7%","0.80","16.3%","37.2%","46.5%","20.0%","5.0%","60.4%","18.7%","","16.8%","4.1%","","30.0%","64.1%","43.1%","48.5%","80.2%","66.7%","38.5%","14.4%","2","31.4%","16.3%","4.32","86.3","21.2","8.9%","109.1","28.9%","29.5%","15015"
"Jimmy Herget","TEX","1","0","0","20","1","19.2","7.78","6.41","0.92",".212","84.0%","35.8%","8.7%","3.20","5.00","5.23","6.16","0.0","1","13","7","7","2","14","2","0","17","19","23","11",".183","1.37",".212","84.0%","0.83","20.8%","35.8%","43.4%","13.0%","8.7%","54.3%","41.1%","","1.1%","3.4%","","24.1%","66.7%","43.4%","65.2%","81.1%","76.3%","45.4%","10.3%","1","19.5%","16.1%","5.68","87.5","21.0","5.6%","103.9","27.8%","27.1%","17556"
"Ross Detwiler","CHW","1","1","0","16","0","19.2","6.86","2.29","0.92",".293","76.6%","58.3%","12.5%","3.20","3.63","3.90","4.15","0.2","0","19","8","7","2","5","1","1","15","35","16","9",".253","1.22",".293","76.6%","2.19","15.0%","58.3%","26.7%","12.5%","12.5%","56.9%","30.9%","","2.9%","9.3%","","30.2%","75.8%","49.5%","55.6%","83.0%","73.4%","42.4%","13.2%","1","18.5%","6.2%","3.90","88.5","8.8","3.3%","114.0","46.7%","26.0%","2859"
"Jordan Weems","OAK","0","0","0","9","0","14.0","11.57","4.50","0.64",".281","76.9%","29.0%","7.7%","3.21","4.04","3.05","3.91","0.1","0","10","5","5","1","7","0","2","18","9","13","9",".196","1.21",".281","76.9%","0.69","29.0%","29.0%","41.9%","7.7%","7.7%","62.2%","18.0%","","0.5%","","19.4%","26.6%","66.0%","43.2%","55.9%","77.4%","69.8%","42.3%","13.1%","0","31.0%","12.1%","3.75","90.0","20.3","12.1%","108.3","33.3%","28.4%","13190"
"Luis Castillo","CIN","4","6","0","12","12","70.0","11.44","3.09","0.64",".329","70.0%","58.4%","12.5%","3.21","2.95","2.65","2.82","2.4","0","62","31","25","5","24","1","1","89","104","40","34",".232","1.23",".329","70.0%","2.60","19.1%","58.4%","22.5%","7.5%","12.5%","52.3%","17.7%","","","30.0%","","33.4%","74.8%","50.8%","52.9%","80.2%","69.8%","42.1%","15.4%","0","30.5%","8.2%","3.35","86.0","2.2","4.5%","114.4","37.1%","29.4%","15689"
"Travis Bergen","- - -","1","0","1","8","0","8.1","11.88","9.72","1.08",".267","87.3%","43.8%","16.7%","3.24","6.16","5.35","5.18","-0.1","0","5","3","3","1","9","0","0","11","7","6","3",".185","1.68",".267","87.3%","1.17","18.8%","43.8%","37.5%","16.7%","16.7%","64.2%","","","35.2%","0.6%","","20.9%","59.0%","34.1%","54.2%","88.9%","75.0%","34.7%","8.5%","0","30.6%","25.0%","5.95","92.0","10.5","12.5%","107.3","43.8%","28.4%","18581"
"Blake Snell","TBR","4","2","0","11","11","50.0","11.34","3.24","1.80",".286","89.1%","49.2%","29.4%","3.24","4.10","4.35","3.06","0.6","0","42","19","18","10","18","0","7","63","59","34","27",".227","1.20",".286","89.1%","1.74","22.5%","49.2%","28.3%","5.9%","29.4%","50.6%","15.0%","","14.6%","19.8%","","35.5%","68.8%","47.2%","52.5%","83.0%","68.2%","35.3%","15.0%","0","31.0%","8.9%","3.57","87.8","6.7","9.8%","109.7","36.9%","29.2%","13543"
"Trevor Cahill","SFG","1","2","0","11","6","25.0","11.16","5.04","1.08",".232","79.1%","33.3%","12.5%","3.24","4.15","4.19","4.48","0.4","0","16","10","9","3","14","2","1","31","19","24","14",".178","1.20",".232","79.1%","0.79","24.6%","33.3%","42.1%","25.0%","12.5%","35.3%","12.3%","","23.0%","29.4%","","27.7%","55.6%","38.2%","58.2%","83.2%","71.8%","37.5%","10.7%","1","29.2%","13.2%","4.38","87.5","19.6","10.2%","110.7","33.9%","31.8%","6249"
"Triston McKenzie","CLE","2","1","0","8","6","33.1","11.34","2.43","1.62",".217","84.1%","40.0%","17.1%","3.24","3.76","3.91","3.60","0.6","0","21","12","12","6","9","1","0","42","30","35","10",".179","0.90",".217","84.1%","0.86","13.3%","40.0%","46.7%","11.4%","17.1%","53.3%","20.2%","","16.5%","10.0%","","35.0%","65.8%","47.3%","63.8%","81.9%","73.8%","39.8%","12.4%","0","33.1%","7.1%","3.25","86.0","15.7","12.0%","109.4","36.0%","29.3%","18000"
"Nabil Crismatt","STL","0","0","0","6","0","8.1","8.64","1.08","2.16",".200","95.2%","50.0%","28.6%","3.24","3.11","4.75","3.25","0.0","0","6","3","3","2","1","0","0","8","11","7","4",".200","0.84",".200","95.2%","1.57","18.2%","50.0%","31.8%","0.0%","28.6%","41.2%","","","22.8%","36.0%","","43.1%","73.8%","54.4%","61.3%","93.5%","77.4%","36.8%","12.3%","0","25.8%","3.2%","3.08","91.3","1.3","4.5%","110.4","40.9%","26.3%","17732"
"Dillon Tate","BAL","1","1","0","12","0","16.2","7.56","2.70","0.54",".190","61.6%","51.2%","9.1%","3.24","4.54","3.55","4.04","0.3","0","9","7","6","1","5","2","1","14","21","11","9",".158","0.84",".190","61.6%","1.91","22.0%","51.2%","26.8%","0.0%","9.1%","57.9%","26.0%","","","16.1%","","26.8%","64.2%","40.7%","62.5%","88.2%","77.6%","37.2%","9.1%","2","21.9%","7.8%","3.95","87.9","6.2","7.0%","114.8","34.9%","25.6%","17796"
"Daniel Norris","DET","3","1","0","14","1","27.2","9.11","2.28","0.65",".291","75.3%","55.7%","9.5%","3.25","3.71","2.87","3.39","0.6","0","25","10","10","2","7","0","0","28","44","21","14",".229","1.16",".291","75.3%","2.10","17.7%","55.7%","26.6%","9.5%","9.5%","47.6%","21.6%","","0.2%","30.6%","","33.3%","65.9%","47.1%","56.4%","86.9%","74.5%","42.4%","12.0%","0","24.1%","6.0%","3.40","90.6","6.3","7.4%","111.4","44.4%","28.6%","13475"
"Jalen Beeks","TBR","1","1","1","12","0","19.1","12.10","1.86","0.47",".400","67.8%","42.9%","6.7%","3.26","2.66","1.79","2.62","0.7","0","21","9","7","1","4","0","2","26","21","15","13",".273","1.29",".400","67.8%","1.40","26.5%","42.9%","30.6%","13.3%","6.7%","42.1%","","14.2%","","43.7%","","43.6%","66.7%","53.9%","61.5%","77.1%","70.1%","44.6%","16.1%","2","32.1%","4.9%","2.72","86.4","12.6","2.0%","110.6","31.4%","34.1%","17192"
"Phillips Valdez","BOS","1","1","0","24","0","30.1","8.90","4.75","0.89",".353","75.3%","46.6%","12.0%","3.26","4.24","4.38","4.68","0.1","1","33","16","11","3","16","3","0","30","41","25","22",".280","1.62",".353","75.3%","1.64","25.0%","46.6%","28.4%","8.0%","12.0%","45.2%","5.9%","","","48.9%","","26.2%","60.5%","39.7%","63.0%","81.8%","74.3%","39.3%","10.2%","4","21.9%","11.7%","4.54","84.8","9.2","4.5%","109.5","29.5%","29.1%","15605"
"Julio Urias","LAD","3","0","0","11","10","55.0","7.36","2.95","0.82",".256","76.8%","32.9%","6.9%","3.27","3.42","3.72","5.06","1.3","0","45","20","20","5","18","0","2","45","52","72","34",".218","1.15",".256","76.8%","0.72","21.5%","32.9%","45.6%","13.9%","6.9%","56.3%","5.5%","","24.9%","13.3%","","32.7%","68.5%","49.6%","64.2%","83.0%","76.5%","47.2%","11.7%","0","20.1%","8.0%","4.88","87.1","21.7","5.0%","111.5","28.6%","28.2%","14765"
