"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","H","1B","2B","3B","BB","SO","HBP","CS","OPS","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HardHit%","CSW%","xBA","EV","LA","Barrel%","maxEV","xSLG","playerid"
"JaCoby Jones","DET","88","333","11","39","26","7","8.1%","28.2%",".195",".304",".235",".310",".430",".311",".327","92","1.0","-2.3","-6.0","0.4","70","37","19","3","27","94","6","2",".740","1.09","23.0%","40.2%","36.8%","8.0%","14.7%","12.2%","32.7%","66.1%","46.6%","58.8%","87.4%","75.7%","41.5%","11.3%","47.1%","28.9%",".246","91.6","14.0","9.7%","112.8",".449","14818"
"Brian McCann","ATL","85","316","12","28","45","0","9.8%","16.8%",".162",".261",".249",".323",".412",".311",".313","88","-2.5","-7.5","8.3","1.1","69","48","9","0","31","53","2","0",".734","1.19","18.8%","44.1%","37.1%","12.9%","14.1%","2.0%","29.5%","65.4%","43.7%","79.5%","86.1%","83.4%","39.5%","7.3%","35.2%","24.6%",".237","88.8","11.3","5.7%","108.2",".400","4810"
"Tyler Flowers","ATL","85","310","11","36","34","0","10.0%","33.9%",".185",".325",".229",".319",".413",".310",".289","87","-2.4","-7.8","19.0","2.1","62","37","11","3","31","105","6","0",".733","1.31","20.2%","45.2%","34.5%","12.1%","19.0%","7.9%","30.9%","68.0%","46.9%","46.1%","78.0%","66.0%","43.2%","15.9%","41.1%","31.8%",".196","90.1","11.1","9.5%","109.9",".380","9134"
"Eric Hosmer","SDP","160","667","22","72","99","0","6.0%","24.4%",".160",".323",".265",".310",".425",".309",".304","92","-5.2","-12.1","-18.4","-0.9","164","111","29","2","40","163","3","3",".735","2.42","20.9%","56.0%","23.1%","4.7%","20.8%","4.3%","35.9%","72.8%","50.0%","58.1%","84.9%","73.0%","38.3%","13.5%","46.0%","28.0%",".249","90.8","2.0","6.7%","114.3",".411","3516"
"Chad Wallach","MIA","19","54","1","4","3","0","11.1%","22.2%",".125",".314",".250",".333",".375",".309",".359","93","0.0","-0.6","1.6","0.3","12","8","3","0","6","12","0","0",".708","1.00","11.1%","44.4%","44.4%","0.0%","6.3%","0.0%","28.7%","74.0%","48.6%","54.3%","83.1%","73.6%","44.0%","12.8%","38.9%","23.7%",".245","89.8","14.4","13.9%","108.0",".530","17161"
"Adam Haseley","PHI","67","242","5","30","26","4","5.8%","24.8%",".131",".344",".266",".324",".396",".309",".269","87","1.5","-2.7","1.7","0.7","59","40","14","0","14","60","5","0",".720","2.82","22.2%","57.4%","20.4%","12.1%","15.2%","6.5%","34.1%","72.5%","49.7%","55.1%","86.1%","73.4%","40.6%","13.2%","28.8%","28.4%",".218","87.3","5.0","3.1%","105.6",".330","19878"
"Albert Pujols","LAA","131","545","23","55","93","3","7.9%","12.5%",".185",".238",".244",".305",".430",".308",".319","90","-4.4","-11.4","-14.8","-0.6","120","75","22","0","43","68","3","0",".734","1.19","15.3%","45.9%","38.7%","12.6%","13.8%","4.5%","32.9%","60.8%","44.5%","73.5%","90.5%","83.2%","41.6%","7.5%","36.0%","27.2%",".251","88.3","12.5","5.3%","112.3",".428","1177"
"Harold Ramirez","MIA","119","446","11","54","50","2","4.0%","20.4%",".140",".328",".276",".312",".416",".308",".307","92","0.5","-4.1","-12.1","-0.2","116","82","20","3","18","91","5","1",".728","2.50","19.6%","57.4%","23.0%","10.5%","14.5%","12.1%","41.9%","74.0%","53.9%","65.1%","87.4%","76.6%","37.4%","12.6%","34.6%","26.3%",".268","88.9","3.8","5.1%","113.0",".408","14387"
"Adam Jones","ARI","137","528","16","66","67","2","5.9%","19.1%",".155",".296",".260",".313",".414",".308",".319","87","-2.0","-11.3","-9.7","-0.4","126","84","25","1","31","101","8","1",".728","1.14","19.2%","43.1%","37.7%","13.1%","11.0%","8.4%","41.4%","72.9%","54.1%","59.4%","86.9%","74.3%","40.3%","13.9%","30.9%","27.6%",".257","86.1","13.4","5.7%","108.5",".432","6368"
"Thairo Estrada","NYY","35","69","3","12","12","4","4.3%","21.7%",".188",".283",".250",".294",".438",".308",".301","91","1.2","0.4","0.4","0.3","16","10","3","0","3","15","1","0",".732","2.00","20.4%","53.1%","26.5%","0.0%","23.1%","3.8%","37.5%","63.3%","48.7%","60.4%","88.7%","76.4%","43.4%","11.5%","40.0%","30.4%",".249","88.6","7.3","4.0%","106.2",".410","16426"
"Ben Gamel","MIL","134","356","7","47","33","2","11.2%","29.2%",".125",".347",".248",".337",".373",".308",".297","87","2.5","-3.7","-1.2","0.6","77","52","18","0","40","104","3","2",".710","1.52","26.3%","44.5%","29.2%","3.3%","11.5%","7.5%","25.5%","59.9%","40.1%","59.0%","90.1%","78.7%","42.4%","8.5%","37.3%","29.5%",".228","88.2","9.9","3.8%","111.1",".342","12160"
"Rowdy Tellez","TOR","111","409","21","49","54","1","7.1%","28.4%",".222",".267",".227",".293",".449",".308",".335","91","-1.6","-6.1","-11.4","-0.3","84","44","19","0","29","116","7","1",".742","1.02","23.7%","38.5%","37.7%","10.3%","21.6%","1.0%","39.3%","64.9%","49.0%","59.8%","81.1%","70.4%","37.7%","14.5%","41.6%","30.9%",".250","90.7","14.0","12.8%","115.2",".477","15679"
"Robinson Cano","NYM","107","423","13","46","39","0","5.9%","16.3%",".172",".280",".256",".307",".428",".308",".330","94","-2.3","-5.6","2.7","1.0","100","59","28","0","25","69","5","0",".736","1.58","20.1%","48.9%","31.0%","6.0%","13.0%","4.4%","38.2%","75.8%","53.4%","71.6%","90.9%","82.7%","40.3%","9.3%","46.3%","22.2%",".280","90.9","7.4","6.5%","112.1",".448","3269"
"Tyler O'Neill","STL","60","151","5","18","16","1","6.6%","35.1%",".149",".386",".262",".311",".411",".308",".276","92","0.1","-1.5","0.3","0.3","37","26","6","0","10","53","0","0",".723","0.94","22.7%","37.5%","39.8%","20.0%","14.3%","15.2%","37.2%","72.4%","51.1%","43.5%","74.4%","60.8%","39.6%","20.0%","36.4%","34.2%",".215","89.1","19.3","6.8%","111.8",".377","15711"
"Manny Pina","MIL","76","179","7","10","25","0","8.9%","27.9%",".184",".284",".228",".313",".411",".308",".305","87","0.3","-2.9","8.3","1.1","36","21","8","0","16","50","4","0",".724","0.83","21.1%","35.8%","43.1%","6.4%","14.9%","2.6%","29.6%","66.4%","45.2%","64.6%","81.5%","75.1%","42.6%","11.2%","33.9%","28.8%",".223","88.5","16.1","6.4%","109.5",".401","2829"
"Josh Reddick","HOU","141","550","14","57","56","5","6.5%","12.0%",".134",".288",".275",".319",".409",".308",".316","92","0.4","-4.9","-6.2","0.9","138","102","19","3","36","66","0","2",".728","1.04","23.5%","39.1%","37.5%","12.7%","8.4%","5.8%","33.1%","74.2%","50.8%","76.5%","92.8%","86.8%","43.1%","6.7%","28.3%","20.6%",".275","86.1","15.8","3.3%","107.7",".398","3892"
"Ryon Healy","SEA","47","187","7","24","26","0","7.0%","21.4%",".219",".262",".237",".289",".456",".308",".317","94","-2.3","-3.6","-4.9","-0.2","40","17","16","0","13","40","1","0",".744","0.86","17.3%","38.3%","44.4%","13.6%","11.9%","3.9%","30.5%","67.3%","47.0%","52.9%","90.2%","76.9%","44.9%","10.9%","36.8%","28.2%",".240","89.6","17.0","9.8%","109.9",".432","15447"
"Freddy Galvis","- - -","147","589","23","67","70","4","4.8%","24.6%",".178",".312",".260",".296",".438",".307",".280","89","-0.8","-9.0","11.0","2.2","145","93","28","1","28","145","1","2",".734","1.04","20.9%","40.4%","38.7%","6.3%","14.5%","6.6%","40.2%","73.2%","54.0%","63.4%","81.9%","73.8%","41.8%","14.1%","36.4%","28.3%",".235","88.8","14.7","4.3%","105.6",".384","6609"
"Jesus Aguilar","- - -","131","369","12","39","50","0","11.7%","22.0%",".153",".272",".236",".325",".389",".307",".333","89","-1.9","-7.4","-4.7","0.0","74","50","12","0","43","81","2","0",".714","1.11","20.0%","42.1%","37.9%","7.7%","13.2%","4.0%","29.8%","65.2%","44.1%","65.3%","82.7%","75.6%","40.2%","10.7%","38.3%","28.6%",".245","89.4","13.8","7.0%","112.2",".440","11342"
"Justin Upton","LAA","63","256","12","34","40","1","12.5%","30.5%",".201",".261",".215",".309",".416",".307",".317","89","-0.4","-4.0","-7.7","-0.2","47","27","8","0","32","78","0","1",".724","0.82","16.4%","37.7%","45.9%","17.9%","17.9%","5.5%","26.7%","65.0%","43.2%","48.8%","79.4%","68.6%","43.0%","13.6%","37.0%","31.1%",".220","87.2","18.5","10.3%","111.6",".426","5222"
"Austin Riley","ATL","80","297","18","41","49","0","5.4%","36.4%",".245",".293",".226",".279",".471",".307",".309","85","-1.1","-7.0","-1.2","0.1","62","32","11","1","16","108","5","2",".750","0.54","25.0%","26.2%","48.8%","12.2%","22.0%","6.8%","41.3%","81.2%","56.3%","50.7%","73.7%","63.2%","37.6%","20.7%","44.6%","30.1%",".227","89.4","20.6","13.1%","111.7",".460","18360"
"Raimel Tapia","COL","138","447","9","54","44","9","4.7%","22.4%",".141",".341",".275",".309",".415",".307",".285","74","-0.2","-15.6","-0.4","-0.2","117","80","23","5","21","100","0","3",".724","2.00","22.5%","51.7%","25.8%","2.4%","10.7%","3.6%","43.5%","79.9%","58.6%","67.0%","81.2%","75.0%","41.5%","14.6%","31.6%","25.0%",".251","87.6","7.5","3.7%","107.1",".371","14350"
"Randal Grichuk","TOR","151","628","31","75","80","2","5.6%","26.0%",".225",".266",".232",".280",".457",".307",".304","90","-3.8","-11.5","-1.1","1.0","136","71","29","5","35","163","5","1",".738","0.93","18.8%","39.1%","42.1%","14.5%","17.3%","6.6%","36.4%","70.6%","50.2%","57.4%","87.2%","74.3%","40.4%","12.9%","39.8%","28.1%",".236","89.3","16.0","8.7%","112.6",".428","10243"
"Starlin Castro","MIA","162","676","22","68","86","2","4.1%","16.4%",".165",".293",".270",".300",".436",".307",".314","91","-4.2","-12.2","10.2","1.9","172","115","31","4","28","111","3","2",".736","1.45","19.1%","47.9%","33.0%","8.5%","12.5%","6.6%","34.5%","69.4%","49.2%","70.2%","90.9%","82.5%","42.1%","8.6%","37.6%","25.4%",".268","88.5","11.0","5.4%","113.3",".435","4579"
"Matt Adams","WSN","111","333","20","42","56","0","6.0%","34.5%",".239",".284",".226",".276",".465",".306",".320","85","-1.2","-7.8","-4.6","-0.2","70","36","14","0","20","115","2","0",".741","0.69","23.6%","31.3%","45.1%","12.5%","22.7%","8.2%","36.1%","72.2%","50.1%","52.6%","81.7%","68.9%","38.8%","15.6%","43.9%","30.4%",".228","88.6","19.6","14.3%","112.1",".479","9393"
"Stephen Piscotty","OAK","93","393","13","46","44","2","7.4%","21.4%",".162",".289",".249",".309",".412",".306",".318","93","0.7","-2.9","-4.7","0.6","89","58","17","1","29","84","3","0",".720","1.22","20.3%","43.8%","35.9%","3.0%","13.1%","4.1%","35.4%","72.1%","50.9%","57.7%","82.6%","72.6%","42.3%","13.9%","40.1%","29.1%",".248","89.2","12.5","7.6%","111.2",".431","13367"
"Josh Naylor","SDP","94","279","8","29","32","1","9.0%","22.9%",".154",".302",".249",".315",".403",".306",".298","90","-0.1","-3.6","-8.8","-0.3","63","40","15","0","25","64","0","1",".719","1.77","16.8%","53.2%","30.0%","12.3%","14.0%","4.0%","34.0%","61.6%","44.5%","68.9%","89.2%","79.5%","37.9%","9.1%","36.3%","28.0%",".238","89.6","4.5","6.3%","115.1",".380","18839"
"Jose Iglesias","CIN","146","530","11","62","59","6","3.8%","13.2%",".119",".315",".288",".318",".407",".306",".284","82","-1.9","-14.7","16.9","1.9","145","110","21","3","20","70","3","6",".724","2.16","23.7%","52.2%","24.1%","9.5%","10.5%","6.2%","46.7%","68.1%","55.4%","81.6%","90.5%","86.0%","40.6%","7.7%","23.3%","25.3%",".264","84.1","7.1","2.1%","107.7",".360","10231"
"Ronald Guzman","TEX","87","295","10","34","36","1","10.8%","29.5%",".195",".282",".219",".308",".414",".306",".327","80","-4.1","-11.7","-8.1","-0.9","56","26","20","0","32","87","3","2",".723","1.08","28.9%","37.0%","34.1%","8.5%","16.9%","4.7%","34.3%","70.3%","49.1%","54.8%","82.7%","71.2%","41.0%","14.1%","35.8%","28.3%",".237","85.6","14.5","8.1%","110.7",".426","14388"
"Charlie Culberson","ATL","108","144","5","14","20","0","4.2%","30.6%",".178",".345",".259",".294",".437",".306",".285","84","0.0","-3.0","-0.1","0.1","35","23","5","2","6","44","1","1",".731","1.15","22.0%","41.8%","36.3%","21.2%","15.2%","21.1%","42.3%","72.7%","54.9%","53.6%","81.5%","69.0%","41.5%","17.1%","30.1%","30.7%",".235","88.3","13.2","5.4%","107.7",".396","3298"
"Kevan Smith","LAA","67","211","5","21","20","2","7.6%","17.5%",".141",".287",".251",".318",".393",".305",".348","88","-1.8","-5.0","-5.5","-0.3","48","31","12","0","16","37","3","0",".710","2.20","27.7%","49.7%","22.6%","2.9%","14.3%","1.3%","30.6%","63.3%","44.8%","68.8%","90.4%","82.1%","43.4%","8.0%","41.3%","28.5%",".289","89.5","5.7","5.2%","110.1",".452","12284"
"Nico Hoerner","CHC","20","82","3","13","17","0","3.7%","13.4%",".154",".292",".282",".305",".436",".305",".315","85","0.4","-1.3","2.7","0.4","22","17","1","1","3","11","0","0",".741","2.40","25.0%","52.9%","22.1%","0.0%","20.0%","2.8%","48.6%","71.3%","57.4%","74.2%","90.2%","81.9%","38.6%","10.4%","23.5%","27.2%",".309","85.6","3.9","0.0%","103.4",".401","21479"
"Brian O'Grady","CIN","28","48","2","4","3","0","8.3%","35.4%",".238",".261",".190",".292",".429",".305",".309","81","0.3","-0.9","0.9","0.1","8","3","2","1","4","17","2","0",".720","0.36","24.0%","20.0%","56.0%","14.3%","14.3%","20.0%","35.6%","74.7%","51.7%","50.0%","61.3%","56.7%","41.3%","22.4%","40.0%","36.3%",".200","87.9","24.4","8.0%","107.3",".416","16729"
"Gregory Polanco","PIT","42","167","6","23","17","3","7.2%","29.3%",".183",".316",".242",".301",".425",".305",".296","87","0.2","-2.7","-4.3","-0.2","37","22","8","1","12","49","1","1",".726","0.83","19.2%","36.5%","44.2%","15.2%","13.0%","2.6%","33.8%","77.2%","50.4%","54.9%","82.0%","70.8%","38.1%","14.7%","30.5%","26.8%",".229","89.6","18.8","9.5%","113.7",".409","12907"
"Miguel Rojas","MIA","132","526","5","52","46","9","6.1%","11.8%",".095",".314",".284",".331",".379",".305",".303","90","-2.9","-9.8","6.2","1.3","137","102","29","1","32","62","5","5",".710","1.58","23.6%","46.8%","29.6%","5.6%","4.0%","6.1%","32.2%","65.9%","47.0%","74.4%","91.1%","84.7%","44.0%","7.2%","28.8%","25.8%",".271","87.4","9.1","2.1%","109.2",".370","7802"
"Abiatal Avelino","SFG","4","8","0","0","1","0","12.5%","37.5%",".000",".500",".286",".375",".286",".304",".224","88","-1.1","-1.2","-0.2","-0.1","2","2","0","0","1","3","0","0",".661","3.00","25.0%","75.0%","0.0%","0.0%","0.0%","0.0%","31.8%","50.0%","37.5%","42.9%","80.0%","58.3%","31.3%","15.6%","25.0%","34.4%",".169","83.8","-16.8","0.0%","102.2",".190","15496"
"Tyler Wade","NYY","43","108","2","16","11","7","10.2%","25.9%",".117",".328",".245",".330",".362",".303",".269","88","2.5","0.8","-0.2","0.4","23","17","3","1","11","28","1","0",".692","1.45","12.9%","51.6%","35.5%","9.1%","9.1%","3.1%","30.6%","68.6%","47.2%","59.7%","87.1%","77.0%","43.6%","10.8%","27.9%","26.5%",".194","86.9","12.8","4.4%","106.9",".312","15730"
"Beau Taylor","- - -","11","30","2","3","2","0","13.3%","23.3%",".240",".125",".160",".300",".400",".303",".397","92","0.0","-0.4","0.3","0.1","4","2","0","0","4","7","1","0",".700","2.75","16.7%","61.1%","22.2%","0.0%","50.0%","0.0%","19.7%","66.7%","41.8%","57.1%","83.3%","76.8%","47.0%","9.7%","50.0%","27.6%",".265","89.7","6.1","11.1%","102.8",".558","12384"
"Brandon Dixon","DET","118","420","15","41","52","5","5.0%","32.4%",".187",".336",".248",".290",".435",".303",".306","87","1.1","-6.0","-4.3","0.5","97","58","20","4","21","136","4","1",".725","0.90","23.6%","36.3%","40.2%","13.5%","14.4%","5.3%","36.4%","72.6%","51.9%","49.1%","78.6%","66.8%","42.7%","17.2%","40.2%","31.8%",".234","89.5","16.9","11.2%","113.3",".441","15214"
"Michael Perez","TBR","22","55","0","6","2","0","14.5%","34.5%",".109",".370",".217",".345",".326",".303",".299","92","-0.4","-1.0","-0.5","0.0","10","5","5","0","8","19","1","0",".672","0.91","22.2%","37.0%","40.7%","9.1%","0.0%","0.0%","25.6%","60.7%","39.6%","32.4%","81.5%","62.5%","40.1%","14.9%","48.1%","33.8%",".184","92.5","15.5","7.4%","105.9",".348","12977"
"Chris Iannetta","COL","52","164","6","20","21","0","11.0%","32.9%",".194",".306",".222",".311",".417",".303",".314","72","-2.2","-8.3","-2.2","-0.5","32","16","10","0","18","54","1","0",".728","1.20","27.5%","39.6%","33.0%","0.0%","20.0%","2.8%","19.2%","71.3%","43.0%","38.6%","76.3%","67.1%","45.7%","14.1%","51.6%","31.7%",".229","92.1","8.7","14.3%","113.2",".415","8267"
"Matt Thaiss","LAA","53","164","8","17","23","0","10.4%","31.7%",".211",".264",".211",".293",".422",".303",".283","86","-1.6","-4.4","-4.9","-0.3","31","16","7","0","17","52","0","0",".714","0.92","22.3%","37.2%","40.4%","7.9%","21.1%","5.7%","21.0%","75.6%","45.1%","57.8%","75.2%","70.7%","44.3%","13.2%","43.2%","28.3%",".209","89.1","15.9","6.3%","106.6",".358","19318"
"Ben Zobrist","CHC","47","176","1","24","17","0","13.1%","13.6%",".053",".299",".260",".358",".313",".303",".303","83","-1.9","-5.8","-0.9","-0.1","39","33","5","0","23","24","1","0",".671","2.12","18.9%","55.1%","26.0%","12.1%","3.0%","4.3%","22.6%","55.1%","34.6%","77.2%","90.3%","85.0%","37.0%","5.2%","23.4%","28.2%",".244","85.8","5.3","0.8%","105.1",".317","7435"
"Yadier Molina","STL","113","452","10","45","57","6","5.1%","12.8%",".129",".289",".270",".312",".399",".303",".322","88","-3.8","-10.8","8.8","1.2","113","79","24","0","23","58","5","0",".711","1.17","27.0%","39.3%","33.6%","8.1%","8.1%","6.3%","41.5%","75.9%","55.7%","76.3%","87.0%","82.4%","41.4%","9.8%","34.2%","21.8%",".271","87.4","13.9","3.6%","106.2",".435","7007"
"Lorenzo Cain","MIL","148","623","11","75","48","18","8.0%","17.0%",".112",".301",".260",".325",".372",".302",".335","83","0.4","-13.8","7.8","1.3","146","105","30","0","50","106","6","8",".697","2.08","25.7%","50.2%","24.1%","8.1%","9.9%","6.9%","28.0%","66.6%","44.7%","66.3%","91.4%","82.5%","43.3%","7.8%","41.2%","25.2%",".287","89.4","6.8","4.1%","110.4",".414","9077"
"Rougned Odor","TEX","145","581","30","77","93","11","9.0%","30.6%",".234",".244",".205",".283",".439",".302",".321","77","2.2","-14.9","4.3","1.0","107","46","30","1","52","178","5","9",".721","0.73","17.4%","34.7%","47.9%","13.8%","18.8%","6.9%","33.1%","67.6%","47.4%","57.4%","84.0%","73.1%","41.4%","12.7%","45.4%","27.3%",".221","91.1","17.9","13.6%","113.1",".464","12282"
"Enrique Hernandez","LAD","130","460","17","57","64","4","7.8%","21.1%",".174",".266",".237",".304",".411",".301",".304","86","1.5","-6.9","-0.3","0.7","98","61","19","1","36","97","6","0",".715","0.83","20.6%","36.1%","43.3%","12.9%","12.2%","1.7%","31.7%","70.5%","47.2%","58.9%","87.8%","76.1%","40.0%","11.3%","34.3%","27.2%",".239","88.3","19.4","5.6%","113.3",".398","10472"
"Jurickson Profar","OAK","139","518","20","65","67","9","9.3%","14.5%",".192",".218",".218",".301",".410",".301",".328","90","1.8","-5.1","-4.2","0.9","100","54","24","2","48","75","8","1",".711","1.12","21.7%","41.3%","37.0%","18.9%","14.0%","1.9%","29.0%","68.9%","45.2%","68.4%","89.6%","81.5%","40.7%","8.3%","30.5%","25.4%",".250","86.7","13.9","6.2%","108.2",".431","10815"
"Jason Kipnis","CLE","121","511","17","52","65","7","7.8%","17.2%",".166",".265",".245",".304",".410",".301",".316","86","0.0","-9.5","-6.2","0.3","112","71","23","1","40","88","2","2",".715","0.97","18.9%","39.9%","41.2%","10.5%","11.1%","9.5%","29.6%","67.0%","46.0%","63.6%","91.4%","81.3%","43.8%","8.6%","34.1%","25.8%",".256","88.1","14.1","5.2%","107.1",".419","9776"
"Melky Cabrera","PIT","133","397","7","43","47","2","4.3%","10.3%",".119",".300",".280",".313",".399",".301",".298","84","-1.9","-10.2","-6.2","-0.4","106","76","22","1","17","41","1","0",".713","1.61","23.2%","47.3%","29.5%","12.1%","7.1%","8.2%","37.5%","72.8%","52.1%","76.3%","94.1%","86.6%","41.4%","7.0%","32.8%","21.6%",".278","88.2","8.9","2.1%","110.2",".379","4022"
"Gavin Lux","LAD","23","82","2","12","9","2","8.5%","29.3%",".160",".327",".240",".305",".400",".301",".343","86","1.1","-0.5","1.1","0.3","18","11","4","1","7","24","0","0",".705","1.18","27.5%","39.2%","33.3%","5.9%","11.8%","0.0%","20.9%","68.5%","41.1%","59.5%","77.5%","72.2%","42.6%","11.4%","39.2%","30.0%",".285","88.8","13.2","5.9%","109.8",".452","19955"
"Tucker Barnhart","CIN","114","364","11","32","40","1","12.1%","22.8%",".149",".278",".231",".328",".380",".301",".284","78","-3.5","-14.0","8.1","0.6","73","48","14","0","44","83","2","0",".708","1.41","22.3%","45.5%","32.2%","10.7%","14.7%","1.9%","30.2%","68.3%","46.3%","63.2%","87.0%","78.0%","42.2%","10.2%","26.8%","25.8%",".219","86.4","11.8","2.1%","107.5",".326","10200"
"Ildemaro Vargas","ARI","92","211","6","25","24","1","4.3%","11.4%",".144",".279",".269",".299",".413",".300",".289","81","-0.5","-5.7","2.1","0.3","54","38","9","1","9","24","0","0",".712","2.11","22.6%","52.5%","24.9%","13.6%","13.6%","3.2%","30.9%","62.0%","44.4%","81.5%","93.3%","88.7%","43.5%","5.0%","30.3%","25.8%",".261","87.1","3.2","2.8%","107.3",".371","13324"
"Elvis Andrus","TEX","147","648","12","81","72","31","5.2%","14.8%",".118",".305",".275",".313",".393",".300",".311","76","3.5","-16.5","12.2","1.9","165","122","27","4","34","96","4","8",".707","1.84","21.3%","51.0%","27.7%","6.3%","8.5%","6.1%","34.9%","62.0%","46.4%","68.6%","90.9%","81.2%","42.2%","8.7%","35.0%","27.7%",".271","88.4","7.2","3.1%","110.2",".401","8709"
"Dwight Smith Jr.","BAL","101","392","13","46","53","5","6.6%","20.9%",".171",".274",".241",".297",".412",".299",".290","83","-0.8","-9.6","-13.3","-0.8","86","54","16","3","26","82","4","1",".708","1.38","18.7%","47.1%","34.2%","10.5%","13.7%","10.7%","29.7%","66.6%","45.3%","53.1%","86.0%","73.6%","42.4%","12.0%","39.3%","28.9%",".236","89.1","7.3","3.6%","114.3",".369","13473"
"Matt Duffy","TBR","46","169","1","12","12","0","11.2%","17.2%",".075",".305",".252",".343",".327",".299",".311","90","-2.0","-4.3","-2.5","-0.1","37","28","8","0","19","29","2","1",".670","2.29","22.7%","53.8%","23.5%","10.7%","3.6%","3.1%","23.9%","61.8%","39.4%","67.4%","91.2%","82.6%","40.9%","6.8%","33.6%","27.3%",".253","87.0","5.5","1.7%","105.2",".331","13836"
"Robbie Grossman","OAK","138","482","6","57","38","9","12.2%","17.8%",".107",".288",".240",".334",".348",".299",".326","88","0.0","-7.4","-1.5","0.8","101","71","21","3","59","86","1","4",".682","1.18","25.1%","40.6%","34.3%","5.2%","5.2%","5.1%","18.9%","63.7%","38.2%","70.0%","91.8%","85.7%","43.2%","5.5%","30.7%","27.2%",".263","87.7","12.1","2.1%","110.6",".382","5254"
"Luis Guillorme","NYM","45","70","1","8","3","0","10.0%","20.0%",".115",".304",".246",".324",".361",".299",".303","88","0.2","-0.9","1.1","0.2","15","10","4","0","7","14","0","0",".684","1.06","19.6%","41.3%","39.1%","5.6%","5.6%","0.0%","23.8%","57.0%","38.6%","77.5%","85.7%","82.9%","44.6%","6.6%","26.5%","29.0%",".231","87.0","16.8","4.1%","103.4",".387","16451"
"D.J. Stewart","BAL","44","142","4","15","15","1","9.9%","18.3%",".143",".268",".238",".317",".381",".299",".306","82","-1.0","-4.3","-5.7","-0.5","30","20","6","0","14","26","1","2",".698","1.30","14.1%","48.5%","37.4%","16.2%","10.8%","4.2%","27.9%","73.6%","47.4%","61.5%","82.6%","75.5%","42.6%","11.6%","34.7%","25.7%",".233","87.9","12.9","5.9%","111.7",".394","17766"
"Dylan Moore","SEA","113","282","9","31","28","11","8.9%","33.0%",".182",".290",".206",".302",".389",".299",".277","88","-0.7","-5.0","2.1","0.7","51","26","14","2","25","93","9","9",".691","0.78","15.8%","36.8%","47.4%","18.1%","12.5%","3.6%","26.4%","67.0%","44.0%","61.5%","81.3%","74.6%","43.3%","11.2%","36.1%","29.3%",".190","88.4","19.2","6.5%","106.4",".336","18042"
"Tyler Austin","- - -","89","179","9","30","24","2","13.4%","37.4%",".221",".253",".188",".296",".409",".298",".320","84","3.3","-0.4","-3.1","0.2","29","14","5","1","24","67","0","0",".705","0.95","14.9%","41.4%","43.7%","0.0%","23.7%","2.8%","29.5%","65.2%","42.6%","44.9%","77.2%","63.1%","36.8%","15.7%","47.7%","33.4%",".198","91.7","14.8","15.9%","111.1",".455","11850"
"Luis Rengifo","LAA","108","406","7","44","33","2","9.9%","22.9%",".126",".300",".238",".321",".364",".298",".306","83","0.5","-8.2","-0.6","0.6","85","57","18","3","40","93","5","5",".685","1.57","21.8%","47.7%","30.5%","13.6%","8.6%","4.7%","28.2%","64.3%","44.3%","64.6%","82.5%","76.2%","44.7%","10.5%","29.5%","29.2%",".235","87.1","9.3","5.2%","108.6",".367","19858"
"Logan Forsythe","TEX","101","367","7","38","39","2","12.0%","27.2%",".126",".307",".227",".325",".353",".298",".320","75","0.1","-11.7","-7.6","-0.6","72","47","17","1","44","100","3","0",".678","1.19","22.8%","42.0%","35.2%","5.2%","9.1%","4.3%","15.3%","53.6%","32.6%","63.6%","86.1%","80.3%","45.2%","6.4%","39.5%","32.2%",".234","89.2","12.4","5.0%","107.1",".401","7185"
"Yan Gomes","WSN","97","358","12","36","43","2","10.6%","23.5%",".166",".265",".223",".316",".389",".298",".302","80","-2.1","-11.6","8.4","0.8","70","42","16","0","38","84","5","0",".704","0.94","18.6%","39.4%","42.0%","9.3%","12.4%","7.7%","36.6%","68.6%","49.6%","68.1%","83.1%","76.6%","40.8%","11.6%","35.9%","28.3%",".217","87.6","18.1","6.1%","107.6",".391","9627"
"Adalberto Mondesi","KCR","102","443","9","58","62","43","4.3%","29.8%",".161",".357",".263",".291",".424",".298",".284","81","6.7","-3.9","13.5","2.5","109","70","20","10","19","132","0","7",".715","1.38","19.2%","46.9%","33.9%","9.3%","9.3%","9.0%","42.2%","80.0%","57.4%","45.2%","77.7%","63.4%","40.2%","21.0%","33.9%","30.7%",".234","88.8","9.9","7.2%","108.4",".383","13769"
"Chad Pinder","OAK","124","370","13","45","47","0","5.4%","23.8%",".176",".284",".240",".290",".416",".298",".319","87","-1.5","-7.6","-3.4","0.2","82","48","21","0","20","88","5","1",".706","1.67","21.9%","48.8%","29.3%","10.7%","17.3%","3.2%","31.6%","77.8%","51.6%","62.2%","84.5%","76.8%","43.2%","12.0%","42.8%","25.9%",".253","90.9","8.6","7.8%","110.0",".443","15191"
