"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","H","1B","2B","3B","BB","SO","HBP","CS","OPS","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HardHit%","CSW%","xBA","EV","LA","Barrel%","maxEV","xSLG","playerid"
"Ryan Carpenter","DET","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12699"
"Trevor Bauer","CLE","28","3","0","1","0","0","0.0%","33.3%",".000",".000",".000",".000",".000",".000",".013","-100","0.0","-0.8","0.4","0.0","0","0","0","0","0","1","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","20.0%","16.7%","18.2%","100.0%","100.0%","100.0%","54.5%","0.0%","0.0%","36.4%",".011","75.0","-23.0","0.0%","75.0",".011","12703"
"Adrian Houser","MIL","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12718"
"Chris Devenski","HOU","50","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12763"
"Sonny Gray","NYY","30","2","0","1","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".389","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","0","0","0",".000","0.00","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","60.0%","60.0%","","100.0%","100.0%","100.0%","0.0%","0.0%","0.0%",".400","85.6","7.5","0.0%","85.6",".459","12768"
"John Brebbia","STL","45","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".041","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","1","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","33.3%","75.0%","57.1%","0.0%","100.0%","75.0%","57.1%","14.3%","0.0%","42.9%",".040","73.0","-33.4","0.0%","73.0",".046","12777"
"Sean Gilmartin","BAL","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12781"
"Burch Smith","KCR","38","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12784"
"Noe Ramirez","LAA","69","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12800"
"Matt Wisler","- - -","18","9","0","0","0","0","0.0%","44.4%",".000",".000",".000",".000",".000",".000",".123","-100","0.0","-2.4","1.1","-0.1","0","0","0","0","0","4","0","0",".000","2.00","25.0%","50.0%","25.0%","0.0%","0.0%","0.0%","30.0%","52.9%","44.4%","66.7%","88.9%","83.3%","63.0%","7.4%","20.0%","48.1%",".113","88.5","0.1","0.0%","102.4",".167","12804"
"Mike Clevinger","CLE","32","4","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-1.1","0.5","0.0","0","0","0","0","0","4","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","54.5%","50.0%","52.9%","16.7%","66.7%","33.3%","35.3%","35.3%","","58.8%","","","","","","","12808"
"Andrew Kittredge","TBR","33","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","0","0","0","0","0","1","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","60.0%","0.0%","","60.0%","","","","","","","12828"
"Shawn Armstrong","SEA","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12857"
"Matt Barnes","BOS","62","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12863"
"Alex Claudio","TEX","66","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12890"
"Ken Giles","- - -","55","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12910"
"Archie Bradley","ARI","76","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12918"
"Roberto Gomez","SFG","5","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","2","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","42.9%","50.0%","100.0%","33.3%","50.0%","87.5%","25.0%","","75.0%","","","","","","","12963"
"Joe Ross","WSN","3","5","0","0","0","0","0.0%","60.0%",".000",".000",".000",".000",".000",".000",".025","-100","0.0","-1.3","0.6","-0.1","0","0","0","0","0","3","0","0",".000","2.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","40.0%","50.0%","47.1%","0.0%","100.0%","75.0%","70.6%","11.8%","0.0%","41.2%",".022","74.7","-20.2","0.0%","82.9",".024","12972"
"Andrew Chafin","ARI","77","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12988"
"Colten Brewer","SDP","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","12997"
"Robby Scott","BOS","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13042"
"Reymin Guduan","HOU","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13058"
"Gerrit Cole","HOU","32","9","0","0","0","0","0.0%","88.9%",".000",".000",".000",".000",".000",".000",".001","-100","0.0","-2.3","1.1","-0.1","0","0","0","0","0","8","0","0",".000","0.00","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","25.0%","52.4%","40.5%","50.0%","54.5%","53.3%","56.8%","18.9%","0.0%","51.4%",".001","82.9","42.1","0.0%","82.9",".001","13125"
"Eduardo Rodriguez","BOS","27","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".038","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","1","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","66.7%","100.0%","75.0%","50.0%","0.0%","33.3%","25.0%","50.0%","0.0%","75.0%",".035","85.4","-12.4","0.0%","85.4",".037","13164"
"Carson Smith","BOS","18","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13172"
"Kyle Crick","PIT","64","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13182"
"Adalberto Mejia","MIN","5","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","0","0","0","0","0","1","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","50.0%","100.0%","75.0%","50.0%","75.0%","66.7%","50.0%","25.0%","","25.0%","","","","","","","13188"
"Joe Biagini","TOR","50","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13194"
"Warwick Saupold","DET","31","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","0","0","0","0","0","1","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","66.7%","","50.0%","50.0%","66.7%","33.3%","","66.7%","","","","","","","13211"
"Michael Fulmer","DET","24","7","0","0","0","0","0.0%","57.1%",".000",".000",".000",".000",".000",".000",".055","-100","0.0","-1.8","0.8","-0.1","0","0","0","0","0","4","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","55.6%","50.0%","52.4%","20.0%","66.7%","45.5%","57.1%","28.6%","0.0%","42.9%",".060","92.7","-18.6","0.0%","92.7",".062","13218"
"Danny Coulombe","OAK","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13293"
"Jake Barrett","ARI","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13322"
"James Pazos","SEA","60","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13323"
"William Cuevas","BOS","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13331"
"Adrian Sampson","TEX","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13339"
"Luis Cessa","NYY","16","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.3","0.1","0.0","0","0","0","0","0","1","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","66.7%","","50.0%","50.0%","66.7%","33.3%","","66.7%","","","","","","","13345"
"Hoby Milner","- - -","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13346"
"Cam Bedrosian","LAA","71","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13360"
"Dylan Floro","- - -","54","5","0","0","0","0","0.0%","40.0%",".000",".000",".000",".000",".000",".000",".090","-100","0.0","-1.3","0.6","-0.1","0","0","0","0","0","2","0","0",".000","2.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","36.4%","80.0%","50.0%","50.0%","50.0%","50.0%","31.3%","25.0%","33.3%","43.8%",".097","90.5","-8.8","0.0%","96.6",".107","13394"
"Felix Pena","LAA","19","6","0","0","0","0","0.0%","16.7%",".000",".000",".000",".000",".000",".000",".157","-100","0.0","-1.6","0.7","-0.1","0","0","0","0","0","1","0","0",".000","4.00","20.0%","80.0%","0.0%","0.0%","0.0%","0.0%","27.3%","77.8%","50.0%","66.7%","85.7%","80.0%","45.0%","10.0%","20.0%","25.0%",".154","87.7","-3.4","0.0%","99.4",".195","13403"
"Chris Beck","- - -","20","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","2","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","20.0%","16.7%","18.2%","0.0%","100.0%","50.0%","54.5%","9.1%","","27.3%","","","","","","","13418"
"Drew VerHagen","DET","41","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".174","-100","0.0","-0.3","0.1","0.0","0","0","0","0","0","0","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","","50.0%","50.0%","","100.0%","100.0%","100.0%","0.0%","100.0%","50.0%",".193","101.0","-15.4","0.0%","101.0",".193","13424"
"Pierce Johnson","SFG","37","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".078","-100","0.0","-0.3","0.1","0.0","0","0","0","0","0","0","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","50.0%","33.3%","","100.0%","100.0%","66.7%","0.0%","0.0%","33.3%",".087","83.2","-6.4","0.0%","83.2",".087","13435"
"Mike Morin","SEA","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13442"
"Tony Renda","BOS","1","0","0","1","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13443"
"Taylor Rogers","MIN","72","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13449"
"Lucas Sims","- - -","9","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","1","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","25.0%","75.0%","50.0%","100.0%","66.7%","75.0%","50.0%","12.5%","0.0%","12.5%","","","","0.0%","","","13470"
"Daniel Norris","DET","11","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".046","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","1","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","66.7%","33.3%","","100.0%","100.0%","50.0%","0.0%","100.0%","33.3%",".051","95.2","-37.4","0.0%","95.2",".056","13475"
"Connor Sadzeck","TEX","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13483"
"Sam Tuivailala","- - -","36","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13485"
"Matt Bowman","STL","22","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".339","-100","0.0","-0.3","0.1","0.0","0","0","0","0","0","0","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","","50.0%","50.0%","","100.0%","100.0%","100.0%","0.0%","0.0%","50.0%",".347","92.3","-2.1","0.0%","92.3",".412","13528"
"Andrew Triggs","OAK","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13533"
"Richard Rodriguez","PIT","63","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","2","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","33.3%","100.0%","50.0%","0.0%","100.0%","50.0%","25.0%","25.0%","","50.0%","","","","","","","13549"
"Alec Asher","MIL","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13560"
"Justin Haley","BOS","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13572"
"Steven Okert","SFG","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13580"
"Carl Edwards Jr.","CHC","58","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13607"
"Taylor Guerrieri","TOR","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13616"
"Jakob Junis","KCR","30","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".000","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","1","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","60.0%","0.0%","37.5%","66.7%","","66.7%","37.5%","12.5%","0.0%","50.0%","","","","0.0%","","","13619"
"Clay Holmes","PIT","11","6","0","1","0","0","0.0%","33.3%",".000",".000",".000",".000",".000",".000",".105","-100","0.0","-1.6","0.7","-0.1","0","0","0","0","0","2","0","0",".000","2.00","0.0%","66.7%","33.3%","0.0%","0.0%","0.0%","10.0%","63.6%","38.1%","100.0%","71.4%","75.0%","52.4%","9.5%","0.0%","42.9%",".115","85.8","5.1","0.0%","94.4",".126","13649"
"Corey Oswalt","NYM","17","19","0","0","0","0","0.0%","52.6%",".000",".000",".000",".000",".000",".000",".050","-100","0.0","-4.9","2.3","-0.2","0","0","0","0","0","10","0","0",".000","6.00","0.0%","85.7%","14.3%","100.0%","0.0%","0.0%","39.3%","63.3%","51.7%","27.3%","73.7%","56.7%","51.7%","22.4%","44.4%","44.8%",".051","89.4","-15.6","0.0%","98.3",".056","13677"
"Nick Goody","CLE","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13685"
"Jake Faria","TBR","17","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13699"
"Joey Krehbiel","ARI","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13707"
"Kyle Barraclough","MIA","61","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13713"
"Tyler Duffey","MIN","19","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13758"
"Dominic Leone","STL","30","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13763"
"Roberto Osuna","- - -","38","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13764"
"JT Chargois","LAD","39","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000",".030","-100","0.0","-0.3","0.1","0.0","0","0","0","0","0","0","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","50.0%","","50.0%","50.0%","","50.0%","","25.0%","0.0%","25.0%",".033","65.4","-24.3","0.0%","65.4",".033","13767"
"Daniel Stumpf","DET","56","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13780"
"Matt Strahm","SDP","41","8","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".087","-100","0.0","-2.1","1.0","-0.1","0","0","0","0","0","4","0","0",".000","1.00","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","16.7%","47.1%","34.5%","50.0%","75.0%","70.0%","58.6%","10.3%","0.0%","27.6%",".072","86.9","1.9","0.0%","93.3",".137","13799"
"Austin Adams","WSN","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13801"
"Chris O'Grady","MIA","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13818"
"Paul Sewald","NYM","46","6","0","0","0","0","0.0%","33.3%",".000",".000",".000",".000",".000",".000",".048","-100","0.0","-1.5","0.7","-0.1","0","0","0","0","0","2","0","0",".000","2.00","0.0%","66.7%","33.3%","0.0%","0.0%","0.0%","21.4%","63.6%","40.0%","33.3%","85.7%","70.0%","44.0%","12.0%","0.0%","32.0%",".049","79.8","6.1","0.0%","92.3",".055","13892"
"Chris Flexen","NYM","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13896"
"Scott Oberg","COL","56","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13911"
"Tim Peterson","NYM","22","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".239","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","1","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","60.0%","42.9%","","100.0%","100.0%","71.4%","0.0%","100.0%","28.6%",".264","96.0","4.2","0.0%","96.0",".292","13946"
"Ryan Dull","OAK","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","13974"
"Mike Hauschild","TOR","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","14033"
"Lance McCullers Jr.","HOU","25","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000",".118","-100","0.0","-0.5","0.2","0.0","0","0","0","0","0","1","0","0",".000","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","","25.0%","25.0%","","100.0%","100.0%","100.0%","0.0%","100.0%","75.0%",".102","95.4","-4.6","0.0%","95.4",".102","14120"
"Miguel Almonte","LAA","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","14139"
"Rob Whalen","SEA","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0",".000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","","","","","","","","","","","","","","14165"
