"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","H","1B","2B","3B","BB","SO","HBP","CS","OPS","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HardHit%","CSW%","xBA","EV","LA","Barrel%","maxEV","xSLG","playerid"
"Joey Wendle","TBR","139","545","7","62","61","16","6.8%","17.6%",".136",".353",".300",".354",".435",".338",".304","117","3.0","14.3","4.9","3.9","146","100","33","6","37","96","9","4",".789","1.43","21.8%","46.0%","32.3%","10.9%","5.4%","4.3%","35.9%","62.7%","46.5%","70.2%","91.4%","81.5%","39.5%","8.6%","35.2%","28.0%",".260","88.8","10.7","2.7%","110.1",".367","13853"
"Scott Schebler","CIN","107","430","17","55","49","4","9.1%","23.0%",".184",".301",".255",".337",".439",".337",".349","108","0.3","4.7","-7.5","1.1","97","61","19","0","39","99","9","2",".777","1.64","21.6%","48.8%","29.7%","8.3%","20.2%","5.8%","35.0%","82.5%","54.7%","56.7%","79.0%","70.6%","41.4%","16.1%","42.4%","25.3%",".260","90.2","8.7","10.2%","111.1",".454","12225"
"Jose Abreu","CHW","128","553","22","68","78","2","6.7%","19.7%",".208",".294",".265",".325",".473",".337",".356","114","-1.5","7.9","-10.6","1.7","132","73","36","1","37","109","11","0",".798","1.28","21.2%","44.2%","34.6%","13.9%","16.1%","5.7%","37.2%","65.9%","49.0%","66.9%","86.9%","77.9%","41.1%","10.8%","45.2%","28.0%",".277","91.3","12.2","8.8%","115.5",".493","15676"
"Starling Marte","PIT","145","606","20","81","72","33","5.8%","18.0%",".182",".312",".277",".327",".460",".337",".335","112","2.1","10.8","10.1","4.1","155","98","32","5","35","109","8","14",".787","1.57","17.1%","50.7%","32.2%","7.0%","14.0%","10.7%","36.1%","77.2%","53.6%","60.8%","87.3%","77.1%","42.7%","12.3%","38.1%","23.7%",".266","88.4","8.9","7.3%","112.0",".456","9241"
"Jorge Polanco","MIN","77","333","6","38","42","7","7.5%","18.6%",".139",".345",".288",".345",".427",".336",".301","111","-1.8","2.7","-0.9","1.3","87","60","18","3","25","62","2","7",".773","0.94","26.1%","35.9%","38.0%","11.2%","6.7%","10.7%","25.2%","62.8%","41.6%","71.4%","92.5%","85.3%","43.7%","6.1%","27.9%","26.5%",".250","85.8","17.8","2.9%","109.0",".362","13152"
"Josh Bell","PIT","148","583","12","74","62","2","13.2%","17.8%",".150",".305",".261",".357",".411",".336",".340","111","-3.3","4.4","-9.4","1.3","131","84","31","4","77","104","0","5",".768","1.49","19.0%","48.5%","32.5%","9.2%","9.2%","8.2%","26.7%","67.8%","42.9%","65.4%","84.5%","77.3%","39.5%","9.7%","38.8%","25.2%",".257","90.2","9.4","6.2%","115.6",".417","13145"
"Charlie Culberson","ATL","113","322","12","47","45","4","6.5%","26.4%",".196",".340",".270",".326",".466",".335",".268","107","0.6","3.4","-3.1","1.1","80","48","18","2","21","85","4","2",".792","1.84","20.3%","51.7%","28.0%","10.3%","20.7%","10.3%","39.0%","74.5%","53.4%","60.7%","78.8%","70.9%","40.5%","15.5%","30.7%","29.6%",".218","85.2","8.6","4.7%","108.2",".337","3298"
"Kurt Suzuki","ATL","105","388","12","45","50","0","5.7%","11.1%",".173",".275",".271",".332",".444",".335",".327","107","-0.6","2.7","-5.7","0.9","94","58","24","0","22","43","13","0",".776","0.86","23.2%","35.5%","41.3%","9.4%","9.4%","4.5%","37.0%","74.3%","53.3%","70.9%","92.3%","83.9%","43.6%","8.6%","34.5%","20.7%",".267","87.2","18.4","3.2%","106.0",".409","8259"
"Billy McKinney","- - -","38","132","6","14","13","1","8.3%","25.0%",".210",".296",".252",".318",".462",".335",".340","111","-1.6","0.1","-3.5","0.1","30","17","7","0","11","33","1","0",".780","0.94","24.1%","36.8%","39.1%","20.6%","17.6%","0.0%","29.7%","72.7%","46.9%","62.4%","87.5%","78.0%","40.0%","10.3%","37.9%","26.1%",".254","88.8","18.7","8.0%","109.4",".462","15654"
"Chris Taylor","LAD","155","604","17","85","63","9","9.1%","29.5%",".190",".345",".254",".331",".444",".335",".321","113","4.4","14.2","2.8","3.7","136","76","35","8","55","178","9","6",".775","0.86","27.5%","33.6%","38.9%","7.1%","12.1%","10.7%","25.8%","72.3%","47.4%","53.4%","78.5%","71.2%","46.3%","13.7%","37.6%","29.0%",".239","88.9","16.4","7.7%","111.5",".406","13757"
"Mark Canha","OAK","122","411","17","60","52","1","8.3%","21.4%",".200",".282",".249",".328",".449",".334",".338","115","-0.5","6.8","-5.5","1.6","91","52","22","0","34","88","10","2",".778","0.95","21.9%","38.0%","40.1%","14.3%","15.2%","13.2%","31.1%","61.0%","44.0%","73.4%","87.0%","81.5%","43.0%","8.1%","34.4%","28.0%",".250","87.0","15.5","8.6%","108.5",".448","11445"
"Matt Adams","- - -","121","337","21","42","57","0","8.0%","21.7%",".239",".245",".239",".309",".477",".334",".330","108","-1.7","1.5","-7.6","0.4","73","42","10","0","27","73","4","0",".786","0.78","20.6%","34.8%","44.6%","10.6%","20.2%","7.4%","35.1%","72.3%","50.2%","62.2%","86.2%","76.3%","40.7%","11.9%","39.5%","25.9%",".240","88.7","19.0","9.9%","109.3",".463","9393"
"Brandon Lowe","TBR","43","148","6","16","25","2","10.8%","25.7%",".217",".279",".233",".324",".450",".334",".334","114","0.4","3.0","-0.2","0.8","30","16","6","2","16","38","2","1",".774","1.25","21.7%","43.5%","34.8%","9.4%","18.8%","7.5%","29.1%","76.6%","49.4%","39.2%","77.4%","64.5%","42.7%","17.6%","43.5%","29.8%",".224","89.3","14.3","10.9%","111.0",".441","18882"
"Chad Pinder","OAK","110","333","13","43","27","0","8.1%","26.4%",".178",".325",".258",".332",".436",".333",".366","115","-0.1","5.7","5.7","2.3","77","51","12","1","27","88","6","2",".769","1.18","19.2%","43.8%","37.0%","9.1%","16.9%","3.3%","35.9%","77.5%","54.2%","60.7%","83.7%","75.2%","44.0%","13.5%","42.5%","24.7%",".268","91.3","14.0","12.3%","112.3",".510","15191"
"Robinson Chirinos","TEX","113","426","18","48","65","2","10.6%","32.9%",".197",".304",".222",".338",".419",".333",".319","102","-3.5","-2.7","-8.5","0.3","80","46","15","1","45","140","19","0",".757","0.61","21.3%","29.9%","48.9%","12.0%","16.7%","10.6%","29.4%","65.3%","44.1%","54.3%","77.9%","68.6%","40.8%","13.9%","39.2%","30.3%",".197","88.0","21.9","10.4%","107.3",".394","3142"
"Carlos Santana","PHI","161","679","24","82","86","2","16.2%","13.7%",".186",".231",".229",".352",".414",".333",".347","108","-0.1","6.8","-3.5","2.5","128","74","28","2","110","93","1","1",".766","0.92","16.0%","40.3%","43.7%","17.9%","11.6%","5.8%","24.1%","65.5%","41.3%","74.2%","87.0%","82.6%","41.4%","7.2%","38.7%","24.1%",".245","88.9","15.4","6.7%","113.5",".418","2396"
"Brian Anderson","MIA","156","670","11","87","65","2","9.3%","19.3%",".127",".332",".273",".357",".400",".333",".334","113","-0.6","10.2","-3.2","2.9","161","112","34","4","62","129","16","4",".757","1.82","19.7%","51.8%","28.5%","6.1%","8.3%","3.8%","28.1%","68.6%","46.2%","65.0%","84.9%","78.2%","44.6%","10.1%","42.3%","26.0%",".261","90.2","8.7","5.6%","113.3",".407","18289"
"Robbie Grossman","MIN","129","465","5","50","48","0","12.9%","17.8%",".111",".329",".273",".367",".384",".333",".316","109","-4.8","0.4","-8.7","0.8","108","75","27","1","60","83","2","1",".751","1.04","24.2%","38.7%","37.1%","10.2%","4.2%","8.9%","18.6%","63.7%","39.0%","61.3%","93.8%","85.4%","45.3%","5.7%","27.8%","26.0%",".246","87.1","15.1","1.9%","108.6",".350","5254"
"Jedd Gyorko","STL","125","402","11","49","47","2","10.9%","19.2%",".154",".303",".262",".346",".416",".333",".316","111","-3.8","1.7","0.7","1.5","92","61","19","1","44","77","3","0",".762","1.01","20.5%","39.9%","39.6%","8.2%","10.0%","3.6%","29.9%","68.6%","46.2%","60.6%","84.1%","75.3%","42.3%","11.4%","31.3%","28.1%",".228","87.3","15.4","7.2%","107.7",".397","10816"
"Jake Cave","MIN","91","309","13","54","45","2","5.8%","33.0%",".208",".363",".265",".313",".473",".332",".340","109","0.6","4.0","-3.7","1.1","75","44","16","2","18","102","3","1",".786","1.43","25.7%","43.7%","30.6%","0.0%","23.2%","3.8%","35.9%","65.8%","49.0%","54.2%","83.6%","71.5%","43.9%","14.0%","38.2%","31.6%",".256","89.2","10.5","14.0%","111.4",".480","14477"
"Austin Meadows","- - -","59","191","6","19","17","5","5.2%","20.9%",".174",".336",".287",".325",".461",".332",".316","109","1.0","3.1","-4.8","0.4","51","34","9","2","10","40","1","1",".785","1.12","21.4%","41.4%","37.1%","7.7%","11.5%","13.8%","28.3%","64.9%","44.8%","65.8%","91.6%","82.7%","45.1%","7.8%","39.3%","27.1%",".266","88.2","13.7","5.0%","108.6",".424","15672"
"Asdrubal Cabrera","- - -","147","592","23","68","75","0","6.9%","20.1%",".196",".296",".262",".316",".458",".332",".320","111","0.4","8.0","8.7","3.6","143","83","36","1","41","119","3","0",".774","1.08","19.1%","42.1%","38.8%","8.5%","13.9%","3.9%","32.3%","71.8%","49.0%","69.8%","85.9%","79.8%","42.2%","9.9%","38.9%","25.2%",".251","90.0","14.6","6.8%","108.3",".432","4962"
"Trea Turner","WSN","162","740","19","103","73","43","9.3%","17.8%",".145",".314",".271",".344",".416",".331",".335","105","8.4","13.0","11.4","4.9","180","128","27","6","69","132","5","9",".760","1.48","17.9%","49.0%","33.1%","12.8%","11.0%","9.8%","26.6%","65.0%","43.6%","67.7%","88.4%","81.3%","44.1%","8.1%","38.6%","26.7%",".273","89.1","9.3","5.6%","112.3",".415","16252"
"Ryan Braun","MIL","125","447","20","59","64","11","7.6%","19.0%",".215",".274",".254",".313",".469",".330",".368","106","0.1","3.2","-7.2","1.0","103","57","25","1","34","85","2","5",".782","1.70","23.1%","48.4%","28.4%","5.5%","22.0%","6.5%","36.3%","70.9%","51.2%","68.5%","87.1%","79.6%","43.0%","10.4%","49.1%","25.2%",".292","92.3","6.4","9.8%","116.3",".515","3410"
"Denard Span","- - -","137","501","11","63","58","9","10.2%","15.8%",".158",".291",".261",".341",".419",".330",".335","112","2.4","9.5","-13.5","1.3","114","74","22","7","51","79","6","4",".760","1.20","26.5%","40.1%","33.4%","10.0%","9.2%","2.8%","23.9%","65.4%","42.8%","74.1%","92.6%","87.0%","45.7%","5.6%","29.6%","24.5%",".280","87.2","13.3","2.7%","108.1",".388","8347"
"Ketel Marte","ARI","153","580","14","68","59","6","9.3%","13.6%",".177",".282",".260",".332",".437",".330",".320","105","-1.0","2.4","6.5","2.8","135","83","26","12","54","79","3","1",".768","1.77","19.7%","51.2%","29.0%","10.9%","10.9%","5.8%","28.1%","68.4%","45.5%","77.5%","90.4%","85.9%","43.2%","6.4%","36.5%","22.9%",".257","88.8","5.8","4.5%","115.1",".394","13613"
"Brandon Barnes","CLE","19","21","1","2","2","0","9.5%","23.8%",".158",".308",".263",".333",".421",".330",".245","105","-0.5","-0.4","1.0","0.1","5","4","0","0","2","5","0","0",".754","1.17","7.1%","50.0%","42.9%","16.7%","16.7%","0.0%","39.7%","81.3%","54.4%","65.2%","65.4%","65.3%","35.6%","18.9%","28.6%","30.0%",".159","85.2","11.5","0.0%","108.6",".307","629"
"Eric Thames","MIL","96","278","16","41","37","7","10.4%","34.9%",".259",".284",".219",".306",".478",".330",".315","105","1.8","3.6","-7.7","0.5","54","25","10","3","29","97","2","0",".783","0.71","20.0%","33.3%","46.7%","7.1%","22.9%","10.0%","32.1%","69.1%","47.7%","44.9%","81.3%","67.2%","42.3%","15.7%","43.3%","32.3%",".208","91.0","19.3","16.7%","110.8",".445","3711"
"Juan Lagares","NYM","30","64","0","9","6","3","4.7%","14.1%",".051",".392",".339",".375",".390",".329",".266","111","1.0","1.9","2.3","0.6","20","18","1","1","3","9","1","1",".765","2.55","22.0%","56.0%","22.0%","18.2%","0.0%","10.7%","36.3%","69.0%","51.6%","65.9%","85.5%","78.2%","46.9%","11.3%","31.4%","26.8%",".257","88.4","5.8","0.0%","110.3",".298","5384"
"Kendrys Morales","TOR","130","471","21","47","57","2","10.6%","20.2%",".189",".272",".249",".331",".438",".329",".373","107","-5.4","-1.5","-10.0","0.5","103","67","15","0","50","95","3","3",".769","1.26","18.0%","45.8%","36.2%","3.4%","17.9%","2.0%","31.6%","63.0%","43.5%","58.2%","86.7%","73.9%","38.0%","11.4%","52.6%","28.7%",".269","92.3","10.0","12.1%","111.6",".518","8610"
"Ian Happ","CHC","142","462","15","56","44","8","15.2%","36.1%",".176",".362",".233",".353",".408",".329",".322","106","0.4","3.9","-10.4","0.8","90","54","19","2","70","167","3","4",".761","1.05","22.5%","39.6%","37.8%","6.0%","17.9%","5.7%","24.7%","68.3%","42.8%","50.4%","70.2%","63.5%","41.6%","15.6%","40.5%","32.4%",".212","90.0","14.1","12.2%","110.5",".397","17919"
"Daniel Palka","CHW","124","449","27","56","67","2","6.7%","34.1%",".245",".308",".240",".294",".484",".329",".312","109","-0.8","3.9","-17.2","0.2","100","55","15","3","30","153","2","1",".778","1.21","16.3%","45.8%","37.9%","10.0%","27.0%","9.9%","34.6%","69.9%","48.9%","47.0%","78.5%","65.2%","40.5%","17.0%","48.9%","31.6%",".227","92.3","11.6","14.4%","118.4",".447","14897"
"Mike Moustakas","- - -","152","635","28","66","95","4","7.7%","16.2%",".208",".259",".251",".315",".459",".329",".336","105","-1.9","1.9","-1.8","2.2","144","82","33","1","49","103","7","1",".774","0.74","19.7%","34.0%","46.3%","19.2%","12.8%","6.8%","37.0%","73.6%","52.1%","67.7%","88.4%","79.8%","41.3%","10.5%","39.1%","22.9%",".257","89.5","19.9","8.2%","112.2",".461","4892"
"Mark Trumbo","BAL","90","358","17","41","44","0","6.7%","24.3%",".191",".303",".261",".313",".452",".329",".335","107","-1.7","1.3","-10.6","0.3","86","57","12","0","24","87","2","0",".764","1.22","22.9%","42.4%","34.7%","10.6%","20.0%","7.7%","37.2%","69.1%","49.6%","58.8%","83.9%","72.4%","39.0%","13.7%","48.6%","28.7%",".267","92.8","10.4","9.4%","113.4",".450","6876"
"Maikel Franco","PHI","131","465","22","48","68","1","6.2%","13.3%",".196",".270",".270",".314",".467",".328",".303","105","-2.9","-0.1","-1.9","1.3","117","77","17","1","29","62","0","0",".780","1.46","17.1%","49.2%","33.7%","19.0%","17.5%","4.9%","35.4%","73.9%","51.8%","68.9%","87.1%","79.9%","42.6%","10.4%","34.0%","23.8%",".254","88.1","9.7","6.1%","114.5",".406","12179"
"Teoscar Hernandez","TOR","134","523","22","67","57","5","7.8%","31.2%",".229",".313",".239",".302",".468",".328",".341","106","-1.3","2.6","-12.0","0.9","114","56","29","7","41","163","3","5",".771","0.83","19.9%","36.4%","43.7%","10.1%","15.9%","7.0%","32.2%","74.3%","49.5%","45.5%","75.7%","64.1%","41.2%","17.8%","45.9%","32.2%",".234","91.8","16.9","14.9%","112.2",".498","13066"
"Wil Myers","SDP","83","343","11","39","39","13","8.7%","27.4%",".192",".327",".253",".318",".446",".328",".342","107","3.7","6.8","-2.2","1.6","79","42","25","1","30","94","0","1",".763","1.51","27.5%","43.6%","28.9%","6.3%","17.5%","12.6%","33.8%","65.4%","46.6%","69.2%","83.2%","77.2%","40.4%","10.6%","45.7%","28.0%",".276","90.5","9.4","7.3%","112.9",".453","10047"
"Willy Adames","TBR","85","323","10","43","34","6","9.6%","29.4%",".128",".378",".278",".348",".406",".328",".285","110","1.0","5.0","-4.2","1.2","80","63","7","0","31","95","1","5",".754","1.71","17.5%","52.1%","30.4%","8.5%","16.9%","13.9%","27.6%","70.8%","46.7%","58.5%","81.7%","74.0%","44.1%","12.1%","29.6%","29.0%",".214","86.7","8.5","6.6%","110.6",".352","15986"
"Tony Kemp","HOU","97","295","6","37","30","9","10.8%","14.9%",".129",".296",".263",".351",".392",".327",".283","110","-2.0","1.6","-1.8","1.0","67","46","15","0","32","44","3","3",".743","1.39","23.3%","44.7%","32.0%","6.1%","9.1%","8.7%","26.2%","63.5%","42.9%","69.0%","90.1%","83.0%","44.7%","7.3%","17.6%","26.8%",".222","84.1","11.6","0.5%","100.2",".304","14894"
"Adrian Beltre","TEX","119","481","15","49","65","1","7.1%","20.0%",".162",".312",".273",".328",".434",".327",".328","97","-2.2","-3.8","-1.9","1.1","118","79","23","1","34","96","6","0",".763","1.05","25.8%","38.0%","36.2%","8.0%","12.0%","9.2%","33.7%","62.0%","45.5%","69.1%","86.6%","79.0%","41.6%","9.5%","36.8%","28.3%",".263","88.7","13.6","6.1%","109.2",".432","639"
"Marcell Ozuna","STL","148","628","23","69","88","3","6.1%","17.5%",".153",".309",".280",".325",".433",".327",".358","107","4.4","9.8","-3.4","2.7","163","122","16","2","38","110","3","0",".758","1.35","18.1%","47.1%","34.9%","10.2%","13.9%","5.8%","32.5%","72.8%","48.4%","61.3%","87.0%","76.6%","39.6%","11.3%","44.4%","26.1%",".285","91.4","10.8","9.2%","117.2",".497","10324"
"Brandon Belt","SFG","112","456","14","50","46","4","10.7%","23.5%",".160",".311",".253",".342",".414",".327",".351","107","3.2","7.0","-4.0","1.8","101","67","18","2","49","107","6","0",".756","0.51","28.8%","24.0%","47.2%","4.4%","10.3%","10.1%","27.6%","76.2%","48.6%","58.6%","84.8%","76.3%","43.1%","11.5%","31.6%","23.8%",".254","87.0","23.3","9.9%","107.6",".478","10264"
"Jean Segura","SEA","144","632","10","91","63","20","5.1%","10.9%",".111",".327",".304",".341",".415",".327",".310","109","0.5","7.6","8.4","3.9","178","136","29","3","32","69","4","11",".755","1.76","19.3%","51.5%","29.2%","13.9%","6.6%","9.8%","34.6%","66.0%","48.2%","78.3%","95.1%","88.3%","43.2%","5.7%","32.1%","23.8%",".273","87.7","7.8","3.2%","111.6",".393","5933"
"Derek Dietrich","MIA","149","551","16","72","45","2","5.3%","25.4%",".156",".336",".265",".330",".421",".326",".303","109","-0.3","5.6","-19.9","0.3","132","88","26","2","29","140","21","0",".751","1.13","23.3%","40.7%","36.0%","15.4%","12.3%","2.0%","34.4%","71.8%","50.4%","64.2%","85.9%","77.4%","42.8%","11.4%","37.7%","26.6%",".237","87.4","15.8","5.8%","111.0",".382","10542"
"Harrison Bader","STL","138","427","12","61","37","15","7.3%","29.3%",".158",".358",".264",".334",".422",".326",".290","107","7.6","11.2","15.5","4.1","100","66","20","2","31","125","11","3",".756","1.19","26.8%","39.8%","33.5%","14.1%","14.1%","17.8%","30.6%","64.6%","45.1%","59.5%","83.4%","74.1%","42.7%","11.7%","30.8%","29.7%",".225","87.1","13.7","6.5%","113.6",".358","18030"
"Yairo Munoz","STL","108","329","8","39","42","5","9.1%","21.6%",".137",".338",".276",".350",".413",".326",".297","107","-1.9","0.8","-12.9","-0.2","81","57","16","0","30","71","4","6",".763","2.33","22.4%","54.3%","23.3%","1.9%","15.4%","6.6%","39.1%","72.8%","52.9%","57.2%","87.4%","74.2%","40.8%","13.6%","29.5%","27.2%",".239","87.4","4.6","4.5%","111.2",".364","16313"
"Melky Cabrera","CLE","78","278","6","28","39","1","7.2%","13.7%",".140",".303",".280",".335",".420",".326",".330","103","-2.5","-1.6","-6.3","0.2","70","47","17","0","20","38","3","1",".755","1.75","28.7%","45.4%","25.9%","14.3%","10.7%","3.1%","34.2%","65.2%","46.7%","74.3%","92.5%","84.6%","40.5%","7.2%","41.0%","24.8%",".292","90.7","9.1","1.8%","108.6",".383","4022"
"Buster Posey","SFG","105","448","5","47","41","3","10.0%","11.8%",".098",".316",".284",".359",".382",".326",".336","106","-3.8","-0.3","7.5","2.2","113","85","22","1","45","53","3","2",".741","1.52","22.2%","47.0%","30.8%","2.8%","4.7%","7.4%","29.5%","64.2%","44.2%","80.1%","92.8%","87.9%","42.3%","5.4%","34.9%","23.2%",".274","89.1","10.3","4.0%","108.1",".416","9166"
"Andrelton Simmons","LAA","146","600","11","68","75","10","5.8%","7.3%",".125",".300",".292",".337",".417",".326",".316","106","1.1","5.4","17.9","4.5","162","120","26","5","35","44","5","2",".754","1.60","19.0%","49.9%","31.1%","13.2%","6.9%","11.0%","28.0%","66.6%","45.2%","77.9%","92.9%","87.7%","44.6%","5.6%","36.0%","23.1%",".275","88.2","7.8","3.3%","109.7",".388","10847"
"Yan Gomes","CLE","112","435","16","52","48","0","4.8%","27.4%",".184",".336",".266",".313",".449",".326",".322","102","-1.3","-0.1","9.6","2.5","107","65","26","0","21","119","8","0",".762","0.77","27.2%","31.7%","41.1%","12.7%","13.6%","8.8%","38.6%","74.3%","53.6%","59.5%","83.6%","73.5%","42.0%","14.2%","38.3%","27.8%",".248","88.9","18.7","7.7%","109.1",".450","9627"
"Mitch Moreland","BOS","124","459","15","57","68","2","10.9%","22.2%",".188",".288",".245",".325",".433",".325",".353","101","-4.1","-3.7","-5.5","0.7","99","57","23","4","50","102","0","0",".758","1.16","19.6%","43.1%","37.3%","6.1%","13.2%","4.5%","27.3%","72.5%","46.5%","55.1%","84.0%","74.2%","42.4%","12.0%","44.3%","26.1%",".249","91.0","11.5","10.7%","114.3",".481","3086"
"Tyler Austin","- - -","69","268","17","34","47","1","7.1%","35.4%",".250",".289",".230",".287",".480",".325",".336","104","-0.4","0.9","-4.0","0.6","56","29","10","0","19","95","2","2",".767","1.00","23.7%","38.2%","38.2%","5.2%","29.3%","1.7%","32.4%","74.1%","50.6%","43.7%","74.9%","63.6%","43.6%","18.4%","43.4%","33.1%",".232","89.0","15.1","14.5%","112.9",".492","11850"
"A.J. Ellis","SDP","66","183","1","19","15","0","14.2%","20.2%",".073",".348",".272",".378",".344",".325",".321","105","-1.6","-0.4","-6.0","-0.1","41","32","8","0","26","37","1","0",".722","1.44","23.5%","45.2%","31.3%","8.3%","2.8%","3.8%","16.5%","60.2%","37.8%","77.6%","89.3%","86.7%","48.8%","5.0%","37.0%","27.5%",".242","90.4","12.5","4.2%","106.8",".361","5677"
"Mitch Garver","MIN","103","335","7","38","45","0","8.7%","21.5%",".146",".330",".268",".335",".414",".325",".309","104","-0.8","0.6","-8.0","0.4","81","53","19","2","29","72","2","0",".749","1.06","22.5%","39.8%","37.7%","14.9%","8.0%","8.7%","22.3%","57.5%","38.6%","63.4%","86.9%","79.6%","46.3%","7.9%","38.8%","32.1%",".243","89.0","12.7","4.7%","111.0",".392","15161"
"Rougned Odor","TEX","129","535","18","76","63","12","8.0%","23.7%",".171",".305",".253",".326",".424",".325",".317","95","0.1","-2.8","10.2","2.6","120","77","23","2","43","127","11","12",".751","1.05","19.5%","41.1%","39.3%","11.5%","13.7%","6.6%","35.4%","64.6%","47.6%","66.4%","87.1%","78.2%","41.8%","10.4%","38.1%","26.3%",".240","90.7","13.9","6.8%","112.6",".409","12282"
"Nick Williams","PHI","140","448","17","53","50","3","7.1%","24.8%",".170",".312",".256",".324",".425",".324",".346","102","0.4","1.7","-12.5","0.3","104","72","12","3","32","111","9","2",".749","1.37","24.4%","43.7%","31.9%","5.3%","18.1%","1.6%","33.6%","68.8%","49.2%","54.2%","87.7%","75.0%","44.4%","12.3%","37.2%","28.8%",".274","88.8","10.6","6.8%","113.3",".454","14330"
"Justin Bour","- - -","141","501","20","49","59","2","14.6%","24.8%",".177",".270",".227",".341",".404",".324",".325","107","-6.2","-2.0","-10.8","0.3","96","62","13","1","73","124","2","0",".746","1.23","19.0%","44.7%","36.3%","16.5%","18.3%","2.2%","29.8%","58.3%","41.4%","65.8%","81.3%","74.6%","40.6%","10.5%","38.7%","31.0%",".223","88.9","9.9","10.3%","115.5",".405","9744"
"Jose Bautista","- - -","122","399","13","52","48","4","16.8%","27.8%",".175",".262",".203",".348",".378",".324",".337","106","0.4","3.3","-9.8","0.6","66","35","18","0","67","111","6","3",".727","0.74","20.0%","34.0%","46.0%","16.2%","13.1%","6.8%","23.9%","63.5%","39.5%","48.4%","85.6%","72.0%","39.4%","11.1%","42.3%","28.5%",".220","90.8","19.8","7.9%","111.9",".388","1887"
"Tzu-Wei Lin","BOS","37","73","1","15","6","0","11.0%","23.3%",".169",".319",".246",".329",".415",".324",".327","100","-0.4","-0.5","-2.6","-0.1","16","8","6","1","8","17","0","1",".744","1.50","27.1%","43.8%","29.2%","21.4%","7.1%","19.0%","28.6%","64.2%","43.3%","62.0%","82.3%","74.4%","41.3%","11.1%","27.1%","32.2%",".261","88.1","13.1","4.2%","104.2",".392","14678"
"Corey Seager","LAD","26","115","2","13","13","0","9.6%","14.8%",".129",".301",".267",".348",".396",".324",".379","106","-0.3","0.6","-1.0","0.3","27","19","5","1","11","17","2","0",".744","1.65","28.2%","44.7%","27.1%","0.0%","8.7%","2.6%","25.2%","77.9%","48.4%","57.4%","89.9%","80.4%","44.0%","9.5%","40.0%","21.8%",".294","91.4","9.9","8.2%","112.0",".504","13624"
"Ozzie Albies","ATL","158","684","24","105","72","14","5.3%","17.0%",".191",".285",".261",".305",".452",".324",".305","100","5.6","5.5","9.3","3.7","167","98","40","5","36","116","5","3",".757","0.97","21.3%","38.8%","39.9%","9.6%","11.5%","7.4%","38.2%","82.3%","56.2%","68.1%","87.3%","79.6%","40.8%","11.5%","29.4%","21.1%",".250","86.8","16.1","4.0%","109.9",".403","16556"
"Nomar Mazara","TEX","128","536","20","61","77","1","7.5%","21.6%",".178",".298",".258",".317",".436",".324",".333","95","-1.0","-4.3","-6.2","0.8","126","80","25","1","40","116","4","0",".753","2.07","18.4%","55.1%","26.6%","7.0%","20.0%","8.2%","33.5%","64.1%","46.1%","64.3%","85.2%","76.3%","41.4%","10.9%","43.1%","28.3%",".258","90.5","5.3","8.0%","117.1",".443","14553"
"Yuli Gurriel","HOU","136","573","13","70","85","5","4.0%","11.0%",".138",".306",".291",".323",".428",".323",".290","107","-3.1","1.9","-5.3","1.7","156","109","33","1","23","63","6","1",".751","1.25","20.2%","44.3%","35.6%","12.9%","7.6%","9.4%","37.1%","69.2%","50.2%","77.3%","92.8%","86.0%","40.8%","7.0%","36.2%","23.3%",".258","89.3","11.5","1.7%","107.9",".360","19198"
"Matt Duffy","TBR","132","560","4","59","44","12","8.4%","16.6%",".072",".353",".294",".361",".366",".323",".310","107","-3.8","1.1","-0.1","2.1","148","121","22","1","47","93","7","6",".727","2.65","25.3%","54.3%","20.4%","8.3%","4.8%","6.3%","29.8%","67.8%","46.3%","70.1%","92.5%","84.3%","43.3%","7.3%","27.8%","23.8%",".269","86.8","4.8","1.2%","104.9",".351","13836"
"Leonys Martin","- - -","84","353","11","48","33","7","8.5%","21.8%",".170",".302",".255",".323",".425",".323",".357","101","1.0","1.6","5.3","1.9","81","52","15","3","30","77","3","4",".747","0.79","17.7%","36.2%","46.1%","9.3%","10.3%","11.9%","29.6%","75.6%","49.9%","61.2%","83.8%","76.3%","44.0%","11.8%","38.7%","24.1%",".266","89.1","18.3","9.9%","112.9",".485","11846"
"Yadier Molina","STL","123","503","20","55","74","4","5.8%","13.1%",".174",".264",".261",".314",".436",".323",".329","105","-3.4","-0.6","8.8","2.4","120","80","20","0","29","66","9","3",".750","1.05","24.1%","38.9%","36.9%","7.5%","13.6%","3.9%","38.5%","70.8%","52.6%","76.8%","89.2%","84.1%","43.7%","8.4%","33.6%","23.1%",".266","88.2","15.4","5.3%","107.2",".432","7007"
