"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","H","1B","2B","3B","BB","SO","HBP","CS","OPS","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HardHit%","CSW%","xBA","EV","LA","Barrel%","maxEV","xSLG","playerid"
"Jed Lowrie","OAK","139","512","14","55","69","0","9.6%","21.1%",".153",".289",".245",".318",".398",".311",".343","102","-1.6","-0.5","-9.9","0.7","112","70","28","0","49","108","2","0",".717","0.88","22.4%","36.3%","41.4%","3.4%","9.6%","3.1%","25.6%","73.0%","46.5%","60.7%","85.5%","77.9%","44.2%","10.3%","45.9%","24.7%",".259","90.7","16.4","9.3%","109.9",".464","4418"
"Luis Torrens","SEA","108","378","15","39","47","0","7.4%","26.2%",".188",".294",".243",".299",".431",".311",".318","101","-1.2","-0.5","-9.7","0.3","84","51","16","2","28","99","1","0",".730","1.68","18.1%","51.4%","30.5%","10.5%","19.7%","4.7%","30.9%","64.6%","45.3%","63.6%","81.1%","74.3%","42.7%","11.6%","43.2%","32.0%",".245","90.9","6.1","10.4%","109.2",".428","15905"
"Alex Avila","WSN","34","111","1","5","9","0","17.1%","33.3%",".157",".314",".191",".345",".348",".311",".297","92","-1.3","-2.4","0.6","0.2","17","6","9","1","19","37","2","0",".694","1.17","25.0%","40.4%","34.6%","5.6%","5.6%","4.8%","16.5%","62.2%","36.8%","32.6%","72.3%","62.4%","44.5%","13.8%","43.4%","34.7%",".176","88.6","10.8","11.3%","108.9",".316","7476"
"Myles Straw","- - -","158","638","4","86","48","30","10.5%","19.0%",".076",".336",".271",".349",".348",".311",".303","97","6.1","3.6","6.4","3.2","153","119","29","1","67","121","2","6",".696","1.21","25.7%","40.6%","33.6%","4.0%","2.7%","7.8%","21.9%","62.7%","40.2%","79.1%","92.6%","88.6%","44.9%","4.6%","25.9%","26.2%",".256","87.1","11.9","1.3%","109.8",".333","17620"
"Aledmys Diaz","HOU","84","319","8","28","45","0","5.0%","19.4%",".146",".304",".259",".317",".405",".311",".319","97","-2.8","-3.9","5.4","1.2","76","49","19","0","16","62","9","1",".721","1.24","23.7%","42.2%","34.1%","20.3%","10.1%","6.1%","37.9%","72.7%","53.3%","62.9%","89.4%","78.9%","44.4%","11.2%","44.8%","27.1%",".267","88.7","13.6","6.5%","110.0",".411","15937"
"Luis Guillorme","NYM","69","156","1","13","5","0","14.7%","14.7%",".045",".315",".265",".374",".311",".311",".302","99","-0.7","-0.9","1.2","0.6","35","31","3","0","23","23","0","2",".685","1.87","20.4%","51.9%","27.8%","3.3%","3.3%","8.9%","25.5%","57.8%","39.6%","80.0%","92.8%","88.2%","43.7%","4.7%","22.7%","25.9%",".238","86.4","4.7","0.9%","101.8",".313","16451"
"Kevin Kiermaier","TBR","122","390","4","54","37","9","8.5%","25.4%",".129",".345",".259",".328",".388",".310",".283","101","2.2","2.7","9.1","2.5","90","60","19","7","33","99","5","5",".716","2.29","17.9%","57.1%","25.0%","6.3%","6.3%","10.4%","32.4%","76.6%","51.2%","53.6%","81.5%","71.4%","42.6%","14.7%","36.4%","27.3%",".232","86.6","1.1","4.0%","107.9",".320","11038"
"Anthony Rendon","LAA","58","249","6","24","34","0","11.6%","16.5%",".143",".267",".240",".329",".382",".310",".303","94","-1.1","-2.9","-4.0","0.2","52","33","13","0","29","41","1","0",".712","0.67","21.9%","31.5%","46.6%","10.8%","7.2%","0.0%","27.2%","70.4%","46.5%","73.9%","90.0%","84.8%","44.8%","7.1%","38.8%","23.5%",".233","89.1","22.3","5.6%","106.0",".369","12861"
"Anthony Alford","PIT","49","148","5","14","11","5","8.1%","39.2%",".173",".371",".233",".311",".406",".310",".289","92","-1.1","-2.6","1.1","0.3","31","19","6","1","12","58","3","6",".717","0.82","20.0%","36.0%","44.0%","3.0%","15.2%","22.2%","32.9%","71.2%","47.4%","44.8%","77.1%","63.2%","37.9%","17.4%","42.7%","33.5%",".199","89.0","11.8","10.7%","110.9",".383","14329"
"D.J. Stewart","BAL","100","318","12","39","33","0","13.8%","28.0%",".170",".254",".204",".324",".374",".310",".315","94","1.7","-0.8","-7.1","0.3","55","33","10","0","44","89","4","0",".698","0.72","15.6%","35.2%","49.2%","18.2%","13.6%","6.3%","26.6%","73.8%","46.8%","51.0%","81.4%","71.5%","42.8%","13.3%","34.3%","26.7%",".205","87.8","19.7","9.4%","110.6",".383","17766"
"Nick Maton","PHI","52","131","2","16","14","2","7.6%","29.8%",".128",".364",".256",".323",".385",".309",".281","91","1.6","0.1","-1.9","0.3","30","20","7","1","10","39","2","0",".708","0.90","30.4%","32.9%","36.7%","6.9%","6.9%","15.4%","32.6%","70.2%","50.6%","50.6%","79.7%","69.9%","47.9%","15.2%","33.8%","32.0%",".226","87.8","17.3","6.3%","108.8",".337","21635"
"Sean Murphy","OAK","119","448","17","47","59","0","8.9%","25.4%",".188",".257",".216",".306",".405",".309",".337","100","-1.2","-1.0","19.1","3.3","85","45","23","0","40","114","12","0",".710","0.97","19.9%","39.4%","40.8%","12.2%","14.8%","2.7%","31.6%","69.3%","47.6%","55.7%","85.9%","74.3%","42.3%","12.2%","42.2%","29.3%",".240","89.2","15.4","11.3%","112.8",".441","19352"
"Gio Urshela","NYY","116","442","14","42","49","1","4.5%","24.7%",".152",".329",".267",".301",".419",".309",".304","96","-6.0","-8.1","0.2","0.7","112","78","18","2","20","109","1","0",".720","1.60","22.4%","47.8%","29.8%","2.2%","15.1%","8.7%","39.9%","72.8%","53.9%","66.1%","85.0%","76.9%","42.5%","12.4%","41.0%","26.5%",".252","88.9","7.5","8.0%","110.4",".415","10681"
"Max Kepler","MIN","121","490","19","61","54","10","11.0%","19.6%",".202",".225",".211",".306",".413",".309",".347","97","5.0","3.0","3.3","2.3","90","46","21","4","54","96","6","0",".719","0.84","18.6%","37.1%","44.3%","10.1%","12.8%","6.5%","25.3%","71.3%","44.6%","64.5%","86.5%","79.2%","42.0%","9.3%","42.5%","24.1%",".255","89.8","16.3","10.8%","110.8",".452","12144"
"Starlin Castro","WSN","87","346","3","25","38","0","7.5%","17.9%",".092",".339",".283",".333",".375",".309",".324","91","-2.1","-6.3","1.7","0.7","89","66","20","0","26","62","0","1",".708","1.76","22.6%","49.4%","28.0%","6.9%","4.2%","7.1%","30.9%","65.7%","46.1%","65.3%","88.9%","80.0%","43.7%","9.2%","39.5%","27.7%",".272","88.4","9.2","5.4%","111.2",".412","4579"
"Yan Gomes","- - -","103","375","14","49","52","0","5.1%","20.8%",".169",".287",".252",".301",".421",".308",".341","94","-0.9","-3.8","7.3","1.6","88","58","15","1","19","78","6","0",".723","1.07","25.4%","38.6%","36.0%","7.1%","14.3%","3.8%","36.8%","68.8%","50.9%","66.9%","90.4%","80.9%","44.0%","9.7%","37.9%","27.2%",".280","89.6","14.1","8.8%","107.7",".469","9627"
"Kyle Seager","SEA","159","670","35","73","101","3","8.8%","24.0%",".226",".226",".212",".285",".438",".308",".319","99","-1.9","-2.8","6.6","2.7","128","63","29","1","59","161","4","1",".723","0.63","17.4%","32.1%","50.6%","13.4%","15.6%","7.7%","33.0%","73.1%","49.5%","57.9%","81.7%","72.4%","41.3%","13.7%","40.1%","27.5%",".221","89.0","19.5","12.3%","111.0",".452","9785"
"Deven Marrero","MIA","10","19","1","4","1","1","15.8%","31.6%",".188",".222",".188",".316",".375",".307",".181","93","-0.3","-0.5","1.2","0.1","3","2","0","0","3","6","0","0",".691","0.67","0.0%","40.0%","60.0%","16.7%","16.7%","25.0%","27.3%","84.4%","48.3%","33.3%","92.6%","71.4%","36.8%","13.8%","10.0%","25.3%",".076","78.5","25.8","0.0%","95.6",".126","13325"
"Michael Hermosillo","CHC","16","38","3","5","7","0","2.6%","31.6%",".306",".190",".194",".237",".500",".307",".324","91","-0.2","-0.6","0.4","0.1","7","2","2","0","1","12","1","0",".737","0.36","20.8%","20.8%","58.3%","14.3%","21.4%","0.0%","31.6%","76.7%","53.7%","50.0%","71.4%","65.0%","49.0%","18.8%","33.3%","34.2%",".202","89.3","30.4","20.8%","108.8",".534","16285"
"Tommy La Stella","SFG","76","242","7","26","27","0","7.4%","10.7%",".155",".255",".250",".308",".405",".307",".342","93","-1.1","-3.4","-0.1","0.5","55","36","11","1","18","26","1","0",".713","1.20","20.6%","43.3%","36.1%","2.9%","10.0%","1.2%","24.9%","55.9%","39.3%","84.1%","91.8%","89.2%","46.3%","4.3%","33.0%","28.2%",".280","88.9","13.5","6.1%","106.8",".460","12371"
"Chad Pinder","OAK","75","233","6","30","27","1","6.9%","26.6%",".168",".313",".243",".300",".411",".307",".354","99","-0.6","-0.9","-6.4","0.1","52","29","16","1","16","62","2","0",".712","1.57","20.9%","48.4%","30.7%","8.5%","12.8%","6.8%","29.6%","74.0%","49.0%","62.9%","80.9%","74.8%","43.7%","12.4%","54.2%","26.6%",".261","92.6","7.4","16.3%","112.2",".507","15191"
"Gleyber Torres","NYY","127","516","9","50","51","14","9.7%","20.2%",".107",".314",".259",".331",".366",".307",".331","94","0.2","-3.3","-2.5","1.2","119","88","22","0","50","104","1","6",".697","1.15","22.3%","41.5%","36.2%","8.5%","6.9%","6.0%","27.5%","73.3%","46.7%","63.3%","82.8%","76.1%","41.9%","11.2%","35.7%","26.4%",".265","87.1","14.2","7.8%","111.6",".423","16997"
"Anthony Santander","BAL","110","438","18","54","50","1","5.3%","23.1%",".192",".275",".241",".286",".433",".307",".328","92","1.2","-3.3","-8.0","0.4","98","56","24","0","23","101","4","1",".720","0.78","22.7%","34.0%","43.4%","11.2%","13.4%","4.8%","36.7%","72.0%","51.5%","67.9%","84.1%","77.4%","42.0%","11.6%","43.2%","26.0%",".269","90.7","18.0","8.4%","112.8",".446","14551"
"Alex Kirilloff","MIN","59","231","8","23","34","1","6.1%","22.5%",".172",".295",".251",".299",".423",".307",".370","95","-0.2","-1.6","-2.7","0.4","54","34","11","1","14","52","1","1",".722","1.67","22.0%","48.8%","29.3%","2.1%","16.7%","2.5%","40.7%","73.9%","54.7%","64.8%","83.1%","75.3%","42.3%","13.5%","43.9%","26.9%",".295","91.0","7.0","12.8%","108.4",".544","20325"
"Andrew Vaughn","CHW","127","469","15","56","48","1","8.7%","21.5%",".161",".271",".235",".309",".396",".306",".332","93","-3.6","-7.6","-11.6","-0.3","98","61","22","0","41","101","6","1",".705","1.22","19.9%","43.9%","36.1%","3.4%","12.9%","8.5%","32.1%","64.4%","45.3%","61.4%","90.0%","78.0%","41.0%","10.0%","46.4%","28.5%",".243","91.0","9.7","10.9%","115.0",".434","26197"
"Whit Merrifield","KCR","162","720","10","97","74","40","5.6%","14.3%",".117",".309",".277",".317",".395",".306",".301","90","7.4","-1.3","6.9","3.0","184","129","42","3","40","103","4","4",".711","1.16","24.3%","40.7%","35.0%","6.0%","5.0%","8.7%","32.6%","73.2%","49.8%","75.8%","88.7%","83.8%","42.5%","8.1%","28.6%","23.1%",".263","86.9","14.1","3.5%","107.8",".383","11281"
"Adalberto Mondesi","KCR","35","136","6","19","17","15","4.4%","31.6%",".222",".299",".230",".271",".452",".306",".318","90","2.5","0.9","3.8","0.9","29","14","8","1","6","43","1","1",".723","1.00","13.9%","43.0%","43.0%","26.5%","17.6%","2.9%","38.8%","84.6%","58.6%","45.0%","78.3%","65.7%","43.1%","20.1%","44.2%","28.5%",".233","92.3","16.1","12.8%","112.6",".473","13769"
"Eugenio Suarez","CIN","145","574","31","71","79","0","9.8%","29.8%",".230",".224",".198",".286",".428",".306",".326","84","-4.1","-16.1","-4.6","-0.1","100","46","23","0","56","171","8","1",".713","0.78","17.1%","36.3%","46.6%","7.6%","19.6%","4.9%","27.5%","66.1%","42.7%","50.6%","85.4%","71.9%","39.6%","12.0%","39.8%","29.5%",".215","89.1","18.3","15.0%","111.9",".455","12552"
"Brian Goodwin","CHW","72","271","8","33","29","1","12.2%","21.4%",".153",".259",".221",".319",".374",".306",".326","93","0.2","-2.3","-8.7","-0.2","52","33","10","1","33","58","1","0",".693","0.97","25.8%","36.5%","37.6%","9.0%","11.9%","3.1%","26.0%","65.0%","42.1%","63.9%","82.9%","76.0%","41.2%","10.1%","31.8%","27.9%",".248","88.5","16.9","6.1%","108.5",".396","12858"
"Derek Fisher","MIL","4","8","0","1","1","0","0.0%","12.5%",".250",".286",".250",".250",".500",".306",".155","90","0.0","-0.1","0.2","0.0","2","1","0","1","0","1","0","0",".750","2.50","0.0%","71.4%","28.6%","50.0%","0.0%","0.0%","18.2%","85.7%","56.0%","0.0%","91.7%","78.6%","56.0%","12.0%","14.3%","24.0%",".168","89.4","13.2","0.0%","100.0",".195","16192"
"Rowdy Tellez","- - -","106","325","11","34","36","0","7.1%","20.0%",".172",".275",".242",".305",".414",".306",".340","89","-0.3","-4.5","-9.6","-0.3","72","45","14","2","23","65","4","0",".719","1.08","20.6%","41.2%","38.2%","12.4%","12.4%","11.5%","35.2%","69.2%","48.5%","66.3%","88.7%","78.8%","39.3%","10.3%","48.1%","26.6%",".265","92.2","13.4","11.6%","114.8",".471","15679"
"Derek Hill","DET","49","150","3","19","14","6","6.7%","28.0%",".129",".351",".259",".313",".388",".305",".289","94","0.3","-0.8","1.1","0.5","36","27","3","3","10","42","1","3",".702","1.37","28.9%","41.1%","30.0%","14.8%","11.1%","16.2%","33.9%","71.2%","49.3%","57.1%","85.9%","74.3%","41.4%","12.7%","29.9%","27.4%",".245","86.9","9.2","5.2%","106.6",".350","16947"
"Freddy Galvis","- - -","104","394","14","53","40","1","6.9%","19.5%",".166",".269",".242",".302",".407",".305",".280","90","0.9","-3.9","1.2","1.1","86","56","15","1","27","77","5","0",".709","0.95","19.7%","39.1%","41.2%","14.8%","12.2%","4.6%","35.3%","66.9%","48.3%","74.2%","88.9%","82.6%","40.9%","8.4%","31.6%","25.2%",".222","86.8","14.1","4.9%","109.3",".350","6609"
"Brett Gardner","NYY","140","461","10","47","39","4","13.0%","21.7%",".140",".269",".222",".327",".362",".305",".296","93","3.3","-0.5","-4.3","1.1","86","56","16","4","60","100","3","0",".689","1.22","17.8%","45.2%","37.0%","12.0%","9.3%","6.8%","20.1%","57.2%","37.4%","70.4%","88.9%","83.5%","46.5%","6.2%","32.9%","28.9%",".219","86.7","12.5","3.4%","108.6",".322","9927"
"Justin Upton","LAA","89","362","17","47","41","4","10.8%","29.6%",".198",".254",".211",".296",".409",".305",".322","91","0.9","-3.2","-8.4","0.1","67","38","12","0","39","107","1","1",".705","0.98","14.0%","42.5%","43.5%","11.8%","18.3%","9.9%","27.7%","68.9%","44.9%","56.1%","79.8%","71.3%","41.6%","12.9%","40.9%","29.8%",".226","90.1","15.6","11.6%","116.5",".429","5222"
"Miguel Cabrera","DET","130","526","15","48","75","0","7.6%","22.4%",".129",".305",".256",".316",".386",".305",".315","94","-6.3","-10.4","-13.4","-0.6","121","90","16","0","40","118","5","0",".701","1.50","19.6%","48.2%","32.2%","6.0%","12.8%","6.3%","33.2%","70.6%","49.4%","62.2%","85.2%","76.4%","43.2%","11.6%","49.0%","27.4%",".234","91.4","10.0","8.3%","112.6",".420","1744"
"Raimel Tapia","COL","133","533","6","69","50","20","7.5%","13.1%",".099",".306",".273",".327",".372",".305",".273","75","3.7","-13.2","2.2","0.7","133","99","26","2","40","70","1","6",".699","4.10","16.2%","67.4%","16.4%","1.4%","8.7%","7.1%","36.7%","69.7%","51.0%","78.7%","92.7%","87.0%","43.6%","6.6%","31.5%","22.8%",".241","85.7","-4.4","2.1%","109.9",".308","14350"
"Tyler Wade","NYY","103","145","0","31","5","17","11.0%","25.5%",".055",".378",".268",".354",".323",".304",".254","93","2.8","1.5","-0.2","0.6","34","28","5","1","16","37","1","6",".677","2.53","18.3%","58.5%","23.2%","10.5%","0.0%","16.7%","22.5%","68.2%","42.5%","64.6%","78.8%","74.5%","43.7%","10.8%","13.2%","29.1%",".199","82.2","5.3","1.1%","104.3",".247","15730"
"Jose Iglesias","- - -","137","511","9","65","48","5","4.1%","14.7%",".120",".305",".271",".309",".391",".304",".297","90","-0.2","-6.8","5.9","1.7","131","93","27","2","21","75","6","2",".701","1.22","23.5%","42.1%","34.5%","10.6%","6.4%","8.1%","46.9%","66.5%","55.0%","73.4%","93.1%","83.2%","41.0%","9.3%","28.4%","26.2%",".270","85.4","11.3","3.4%","110.2",".366","10231"
"Christian Walker","ARI","115","445","10","55","46","0","8.5%","23.8%",".137",".307",".244",".315",".382",".304",".311","87","1.1","-6.1","-5.2","0.4","98","64","23","1","38","106","4","0",".696","1.01","22.2%","39.1%","38.7%","9.6%","8.7%","6.9%","32.2%","83.4%","53.7%","59.8%","82.9%","74.9%","42.0%","13.5%","41.1%","24.5%",".249","88.8","15.6","6.4%","111.1",".386","13419"
"Yonathan Daza","COL","107","331","2","26","30","2","6.3%","18.1%",".073",".346",".282",".332",".355",".304",".286","74","-0.3","-11.2","3.6","0.4","85","69","12","2","21","60","2","1",".688","2.24","22.0%","53.9%","24.1%","3.4%","3.4%","10.8%","36.4%","69.6%","50.0%","69.8%","89.6%","81.1%","40.9%","9.5%","27.0%","25.7%",".253","85.2","6.6","2.0%","106.5",".328","15794"
"William Contreras","ATL","52","185","8","19","23","0","10.3%","29.2%",".184",".265",".215",".303",".399",".303",".320","86","-0.8","-4.1","-2.3","0.0","35","22","4","1","19","54","2","0",".701","1.51","19.3%","48.6%","32.1%","0.0%","22.9%","5.7%","35.6%","73.3%","51.1%","54.1%","77.1%","67.7%","41.2%","16.5%","44.5%","29.7%",".231","92.5","8.2","10.9%","114.2",".419","20503"
"Gavin Lux","LAD","102","381","7","49","46","4","10.8%","21.8%",".122",".300",".242",".328",".364",".303",".323","90","3.8","-0.9","-0.8","1.1","81","58","12","4","41","83","3","1",".692","1.50","21.3%","47.2%","31.5%","8.8%","8.8%","12.5%","26.3%","72.2%","46.6%","57.5%","88.5%","78.7%","44.1%","9.9%","40.2%","26.2%",".260","89.8","11.3","3.9%","109.7",".387","19955"
"Pablo Reyes","MIL","53","87","1","12","3","4","10.3%","17.2%",".103",".306",".256",".333",".359",".303",".277","88","1.0","-0.3","0.5","0.3","20","14","5","0","9","15","0","0",".692","0.88","22.2%","36.5%","41.3%","19.2%","3.8%","13.0%","27.0%","60.7%","40.7%","71.9%","90.9%","83.4%","40.7%","6.7%","36.5%","27.5%",".227","87.1","15.0","3.2%","107.5",".318","16357"
"Abraham Toro","- - -","95","375","11","45","46","6","8.3%","14.4%",".134",".254",".239",".315",".373",".303",".323","94","-0.1","-2.7","-2.5","0.8","80","57","12","0","31","54","7","3",".688","0.96","14.8%","41.7%","43.5%","7.3%","8.9%","15.3%","33.7%","66.8%","47.9%","76.0%","90.0%","84.4%","43.1%","7.5%","33.6%","25.0%",".247","86.8","13.7","7.4%","109.0",".416","19844"
"Aristides Aquino","CIN","84","204","10","25","23","2","13.2%","36.8%",".218",".253",".190",".299",".408",".303",".304","81","0.0","-4.8","-2.7","-0.1","33","16","6","1","27","75","1","2",".707","0.54","17.8%","28.7%","53.5%","18.5%","18.5%","6.9%","29.7%","68.7%","45.1%","43.0%","76.3%","63.1%","39.5%","16.6%","39.6%","32.2%",".188","89.0","22.9","14.9%","113.5",".399","15482"
"Jo Adell","LAA","35","140","4","17","26","2","5.7%","22.9%",".162",".298",".246",".295",".408",".303",".317","89","-0.3","-2.2","-1.9","0.1","32","21","5","2","8","32","1","1",".703","1.44","20.4%","46.9%","32.7%","15.6%","12.5%","4.3%","40.0%","75.0%","54.0%","63.2%","79.5%","72.3%","40.1%","14.9%","31.3%","28.3%",".259","86.2","10.1","9.1%","113.4",".415","20220"
"Albert Pujols","- - -","109","296","17","29","50","2","4.7%","15.2%",".196",".223",".236",".284",".433",".302",".322","89","-2.4","-6.4","-5.3","-0.2","65","45","3","0","14","45","5","0",".717","1.22","15.9%","46.1%","37.9%","9.1%","19.3%","2.8%","35.6%","63.6%","47.1%","63.0%","93.2%","79.8%","41.1%","9.5%","39.2%","28.2%",".256","90.3","12.0","9.1%","112.9",".460","1177"
"Harold Ramirez","CLE","99","361","7","33","41","3","3.9%","15.5%",".130",".301",".268",".305",".398",".302",".308","90","1.2","-3.0","-9.2","0.0","91","62","21","1","14","56","5","1",".703","1.79","17.1%","53.1%","29.7%","10.6%","8.2%","9.9%","45.2%","69.9%","55.2%","68.3%","88.1%","78.4%","40.4%","11.9%","46.9%","27.8%",".269","91.3","6.2","6.3%","114.8",".402","14387"
"Josh Naylor","CLE","69","250","7","28","21","1","5.6%","18.0%",".146",".287",".253",".301",".399",".302",".311","90","-1.4","-4.3","-3.7","0.0","59","39","13","0","14","45","2","0",".700","1.55","18.6%","49.5%","31.9%","11.7%","11.7%","7.5%","40.0%","70.6%","52.5%","72.9%","88.1%","81.3%","40.8%","9.8%","41.8%","24.6%",".254","89.8","9.0","7.4%","114.7",".417","18839"
"Cesar Hernandez","- - -","149","637","21","84","62","1","9.3%","21.2%",".154",".266",".232",".308",".386",".302",".311","90","0.8","-7.0","1.4","1.6","132","88","21","2","59","135","5","1",".694","1.33","18.1%","46.7%","35.1%","5.3%","13.9%","8.5%","29.0%","68.9%","46.3%","64.6%","88.7%","80.1%","43.4%","9.2%","33.1%","25.3%",".243","87.4","10.7","6.8%","110.2",".386","10556"
"Yoshi Tsutsugo","- - -","81","262","8","27","32","0","11.1%","27.5%",".165",".278",".217",".307",".383",".302",".281","89","-0.6","-4.0","-6.9","-0.2","50","29","12","1","29","72","1","1",".689","0.92","14.5%","40.9%","44.7%","5.6%","11.3%","4.6%","28.2%","67.7%","45.2%","64.0%","80.8%","74.8%","43.1%","11.4%","37.5%","28.8%",".193","89.6","17.1","6.9%","111.1",".344","27459"
"Ke'Bryan Hayes","PIT","96","396","6","49","38","9","7.8%","22.0%",".116",".321",".257",".316",".373",".301",".299","87","0.9","-5.7","12.3","2.0","93","65","20","2","31","87","1","1",".689","2.24","18.1%","56.7%","25.3%","2.9%","8.6%","8.3%","29.7%","62.5%","43.5%","63.3%","91.8%","80.5%","42.0%","8.5%","45.1%","28.3%",".249","90.2","2.6","5.1%","111.0",".369","18577"
"Willie Calhoun","TEX","75","284","6","26","25","0","7.4%","12.0%",".131",".267",".250",".310",".381",".301",".323","90","-4.0","-7.5","-8.3","-0.6","65","46","10","3","21","34","2","2",".691","1.02","20.7%","40.1%","39.2%","13.5%","6.7%","5.5%","29.3%","65.6%","44.3%","78.9%","89.9%","85.7%","41.5%","6.4%","41.4%","24.4%",".275","90.2","14.9","3.5%","110.6",".403","17838"
"Manuel Margot","TBR","125","464","10","55","57","13","8.0%","15.1%",".128",".281",".254",".313",".382",".301",".318","95","1.6","-1.4","10.2","2.5","107","76","18","3","37","70","1","8",".696","1.30","18.2%","46.3%","35.5%","12.8%","8.0%","8.6%","33.6%","73.3%","50.3%","71.0%","89.8%","82.5%","42.2%","8.8%","40.2%","23.8%",".268","87.9","10.7","5.1%","109.6",".397","14712"
"Tommy Edman","STL","159","691","11","91","56","30","5.5%","13.7%",".125",".291",".262",".308",".387",".301",".316","90","8.0","-0.6","5.2","2.8","168","113","41","3","38","95","6","5",".695","1.43","21.8%","46.0%","32.2%","6.3%","6.3%","8.0%","31.2%","67.6%","47.3%","76.0%","92.6%","86.5%","44.3%","6.4%","35.3%","24.7%",".274","87.6","9.5","4.3%","112.9",".401","19470"
"Edward Olivares","KCR","39","111","5","14","12","2","4.5%","17.1%",".168",".244",".238",".291",".406",".301",".297","86","-0.1","-2.0","-2.1","0.0","24","17","2","0","5","19","3","2",".697","1.30","16.9%","47.0%","36.1%","3.3%","16.7%","12.8%","31.8%","66.1%","44.8%","62.6%","91.3%","78.6%","37.8%","9.6%","31.0%","26.5%",".236","87.3","7.9","6.0%","109.1",".389","19698"
"Brent Rooker","MIN","58","213","9","25","16","0","7.0%","32.9%",".196",".264",".201",".291",".397",".301",".341","91","1.0","-1.4","-8.5","-0.3","38","19","10","0","15","70","9","0",".688","0.93","25.2%","36.1%","38.7%","2.2%","19.6%","9.3%","32.9%","70.0%","47.8%","58.1%","75.1%","68.1%","40.2%","15.2%","48.7%","31.2%",".238","91.0","13.1","12.6%","111.7",".463","19627"
"Jeff McNeil","NYM","120","426","7","48","35","3","6.8%","13.6%",".109",".280",".251",".319",".360",".301",".315","92","-1.1","-5.2","4.3","1.3","97","70","19","1","29","58","10","0",".679","1.42","20.4%","46.6%","32.9%","10.2%","6.5%","9.8%","33.5%","85.2%","56.1%","72.0%","90.9%","84.6%","43.7%","8.7%","33.4%","17.7%",".257","88.1","12.0","4.3%","108.3",".387","15362"
"Zack Collins","CHW","78","231","4","25","26","1","14.7%","29.9%",".128",".303",".210",".330",".338",".300",".323","89","-1.1","-4.3","-10.8","-0.7","41","24","13","0","34","69","1","1",".669","0.63","25.6%","28.8%","45.6%","10.5%","7.0%","8.3%","23.1%","69.7%","43.6%","59.0%","80.2%","73.9%","43.9%","11.4%","44.1%","27.8%",".220","91.1","20.9","10.2%","109.9",".391","19181"
"Trevor Larnach","MIN","79","301","7","29","28","1","10.3%","34.6%",".127",".338",".223",".322",".350",".300",".306","91","-1.4","-4.7","0.1","0.6","58","39","12","0","31","104","8","0",".672","1.30","18.4%","46.2%","35.4%","7.1%","12.5%","2.7%","27.8%","66.9%","43.8%","38.2%","77.7%","62.9%","41.0%","16.3%","40.5%","34.4%",".212","90.0","13.1","9.5%","116.0",".376","21501"
"Tucker Barnhart","CIN","116","388","7","41","48","0","7.5%","25.8%",".121",".324",".247",".317",".368",".300",".265","80","-0.1","-10.1","8.6","1.2","86","58","21","0","29","100","8","0",".685","1.11","25.0%","39.5%","35.5%","6.8%","8.0%","2.0%","32.0%","75.1%","50.3%","63.3%","83.9%","76.4%","42.4%","11.9%","30.7%","24.9%",".204","87.1","15.5","4.0%","106.7",".313","10200"
"Yohel Pozo","TEX","21","77","1","8","9","0","3.9%","13.0%",".095",".317",".284",".312",".378",".300",".300","89","-0.5","-1.5","-1.8","-0.1","21","16","4","0","3","10","0","0",".690","0.96","26.6%","35.9%","37.5%","16.7%","4.2%","4.3%","50.4%","80.8%","63.4%","73.1%","92.5%","83.7%","42.7%","10.3%","37.5%","22.0%",".274","87.7","14.6","3.1%","107.9",".386","18848"
"Randal Grichuk","TOR","149","545","22","59","81","0","5.0%","20.9%",".182",".266",".241",".281",".423",".300",".297","85","-4.9","-14.7","-2.5","0.1","123","75","25","1","27","114","3","3",".703","0.91","17.0%","39.7%","43.4%","17.2%","12.6%","8.8%","35.7%","74.8%","52.2%","61.7%","90.5%","79.2%","42.3%","10.9%","41.1%","24.9%",".234","89.8","16.1","8.5%","113.8",".402","10243"
"Mitch Moreland","OAK","81","252","10","28","30","0","7.1%","23.0%",".188",".256",".227",".286",".415",".300",".297","94","-1.9","-3.7","-6.6","-0.2","52","30","11","1","18","58","2","0",".701","1.20","17.8%","44.8%","37.4%","10.8%","15.4%","2.6%","29.0%","72.9%","47.7%","50.0%","83.3%","71.7%","42.6%","13.5%","47.7%","28.6%",".226","91.0","12.9","9.2%","112.2",".395","3086"
"Bradley Zimmer","CLE","99","348","8","44","35","15","8.6%","35.1%",".117",".347",".227",".325",".344",".300",".317","89","2.0","-2.7","6.2","1.5","68","50","9","1","30","122","15","3",".669","1.61","22.2%","48.0%","29.8%","2.0%","15.7%","14.6%","27.4%","67.3%","43.9%","44.8%","78.3%","66.1%","41.4%","14.9%","42.5%","32.3%",".224","90.7","7.0","9.4%","113.9",".371","16221"
