"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Anthony Misiewicz","- - -","1","2","0","32","0","29.0","8.38","3.10","1.24",".288","70.1%","37.3%","10.5%","4.34","4.05","4.08","4.22","0.0","0","27","15","14","4","10","0","1","27","31","38","14",".243","1.28",".288","70.1%","0.82","16.9%","37.3%","45.8%","5.3%","10.5%","30.8%","","34.8%","34.4%","","","32.6%","69.8%","47.7%","68.9%","84.1%","77.9%","40.6%","10.5%","4","22.3%","8.3%","3.78","90.1","16.2","11.9%","108.5","41.7%","26.9%","18152"
"Shawn Armstrong","- - -","2","3","2","50","3","61.2","9.63","2.48","1.02",".337","71.2%","47.5%","11.5%","4.38","3.27","3.47","3.46","0.5","1","66","32","30","7","17","4","3","66","86","61","34",".266","1.35",".337","71.2%","1.41","18.8%","47.5%","33.7%","8.2%","11.5%","64.5%","","28.9%","6.6%","","","37.9%","70.8%","53.8%","69.9%","80.7%","76.7%","48.1%","12.5%","2","24.5%","6.3%","3.18","87.4","10.6","7.7%","115.3","33.5%","28.2%","12857"
"Wil Crowe","PIT","6","10","4","60","1","76.0","8.05","4.50","0.95",".279","70.6%","49.8%","11.6%","4.38","4.20","4.31","4.29","-0.1","6","68","40","37","8","38","3","3","68","110","69","42",".234","1.39",".279","70.6%","1.59","19.0%","49.8%","31.2%","7.2%","11.6%","37.6%","31.2%","","3.0%","28.2%","","32.3%","67.3%","45.1%","60.1%","84.7%","73.5%","36.6%","12.0%","16","20.5%","11.4%","4.19","87.6","10.0","4.9%","118.0","32.7%","27.1%","19800"
"Manny Banuelos","- - -","2","1","1","35","0","41.0","9.22","4.61","0.44",".280","62.0%","54.2%","6.3%","4.39","3.70","3.45","3.98","0.3","1","32","23","20","2","21","3","0","42","58","32","17",".212","1.29",".280","62.0%","1.81","15.9%","54.2%","29.9%","12.5%","6.3%","41.4%","25.8%","","22.8%","10.0%","","32.1%","64.9%","44.7%","57.0%","87.7%","74.1%","38.4%","11.6%","5","24.0%","12.0%","3.82","85.6","7.2","3.7%","114.7","36.7%","26.6%","5365"
"Duane Underwood Jr.","PIT","1","6","1","51","1","57.1","8.95","3.92","0.16",".333","61.2%","48.5%","2.1%","4.40","4.11","2.92","3.91","0.9","3","58","35","28","1","25","5","5","57","83","47","41",".253","1.45",".333","61.2%","1.77","24.0%","48.5%","27.5%","6.4%","2.1%","37.1%","","27.7%","13.3%","21.9%","","33.2%","72.6%","49.1%","57.3%","85.7%","74.2%","40.3%","12.6%","10","22.0%","9.7%","3.74","87.8","7.3","3.5%","113.3","36.0%","26.7%","14677"
"Sean Poppen","ARI","2","2","0","29","0","28.2","6.91","3.77","1.57",".275","75.8%","34.9%","13.2%","4.40","3.57","5.21","4.90","-0.4","1","27","15","14","5","12","1","2","22","29","38","16",".252","1.36",".275","75.8%","0.76","19.3%","34.9%","45.8%","5.3%","13.2%","62.2%","34.4%","","","3.4%","","22.9%","64.4%","42.6%","69.8%","91.0%","85.0%","47.4%","6.4%","4","18.3%","10.0%","4.52","89.1","16.6","7.1%","108.3","36.5%","27.3%","19583"
"Matt Foster","CHW","1","2","1","48","0","45.0","8.40","3.40","1.20",".289","67.8%","31.1%","9.8%","4.40","4.20","4.11","4.39","0.2","0","43","25","22","6","17","0","1","42","41","61","30",".244","1.33",".289","67.8%","0.67","22.7%","31.1%","46.2%","14.8%","9.8%","52.0%","30.5%","0.7%","7.2%","9.8%","","30.8%","76.3%","49.7%","68.8%","87.3%","80.6%","41.7%","9.6%","5","21.8%","8.8%","3.99","88.2","20.4","6.0%","114.6","33.6%","23.4%","19647"
"Tyler Mahle","- - -","6","8","0","23","23","120.2","9.40","3.21","1.19",".278","69.5%","35.6%","10.4%","4.40","3.49","3.87","4.03","2.1","0","104","61","59","16","43","2","3","126","117","154","58",".227","1.22",".278","69.5%","0.76","17.6%","35.6%","46.8%","11.0%","10.4%","51.8%","12.4%","11.9%","","","23.9%","31.7%","66.3%","45.2%","64.1%","84.3%","75.7%","38.9%","11.0%","0","25.0%","8.5%","3.88","88.7","17.9","7.5%","113.0","38.3%","28.4%","16358"
"Jake Odorizzi","- - -","6","6","0","22","22","106.1","7.28","2.96","1.18",".292","69.1%","31.7%","9.2%","4.40","4.11","4.28","4.70","1.3","0","106","58","52","14","35","3","2","86","104","153","71",".255","1.33",".292","69.1%","0.68","21.6%","31.7%","46.6%","14.4%","9.2%","51.4%","7.6%","20.6%","3.8%","16.5%","","31.9%","77.4%","50.0%","71.0%","84.8%","79.5%","39.8%","10.2%","0","19.0%","7.7%","4.59","87.8","19.8","7.3%","112.0","32.8%","23.6%","6397"
"Phillips Valdez","BOS","0","1","0","13","0","16.1","7.16","3.86","0.00",".261","56.0%","58.7%","0.0%","4.41","4.17","3.91","5.09","0.0","0","12","11","8","0","7","6","1","13","27","13","6",".203","1.16",".261","56.0%","2.08","13.0%","58.7%","28.3%","15.4%","0.0%","44.9%","9.1%","","","46.0%","","26.7%","58.3%","39.4%","73.9%","85.1%","80.5%","40.1%","7.7%","0","18.1%","9.7%","4.06","87.4","8.3","4.3%","109.5","32.6%","28.6%","15605"
"Mauricio Llovera","SFG","0","0","0","17","1","16.1","11.02","4.41","1.10",".286","72.9%","46.5%","12.5%","4.41","2.76","3.72","3.58","0.1","0","14","8","8","2","8","0","1","20","20","16","7",".219","1.35",".286","72.9%","1.25","16.3%","46.5%","37.2%","18.8%","12.5%","44.4%","55.6%","","","","","34.3%","66.4%","47.4%","56.5%","84.3%","72.4%","40.8%","13.1%","1","27.8%","11.1%","3.45","83.9","10.7","9.1%","108.0","20.5%","29.7%","20080"
"Rony Garcia","DET","3","3","0","16","8","51.0","8.47","2.29","1.59",".235","67.6%","31.2%","13.6%","4.41","6.33","4.52","4.15","0.2","0","40","27","25","9","13","4","3","48","44","66","31",".212","1.04",".235","67.6%","0.67","22.0%","31.2%","46.8%","12.1%","13.6%","58.1%","31.7%","","","10.2%","","27.9%","72.8%","46.5%","69.4%","89.1%","82.2%","41.5%","8.2%","0","23.3%","6.3%","3.79","91.5","18.9","16.3%","112.4","51.1%","23.3%","20430"
"Ronald Bolanos","KCR","0","0","0","8","0","18.1","5.89","5.89","0.98",".310","80.7%","51.7%","11.1%","4.42","6.13","5.68","5.71","-0.2","0","20","9","9","2","12","3","1","12","31","18","11",".278","1.75",".310","80.7%","1.72","18.3%","51.7%","30.0%","5.6%","11.1%","54.8%","29.8%","","10.5%","4.8%","","25.0%","65.6%","40.7%","56.9%","89.3%","77.0%","38.6%","9.3%","0","13.8%","13.8%","5.29","91.0","8.8","6.7%","110.6","43.3%","24.7%","20041"
"Jakob Junis","SFG","5","7","0","23","17","112.0","7.88","2.01","1.04",".317","70.3%","43.1%","11.2%","4.42","4.17","3.65","3.67","1.3","0","120","57","55","13","25","4","1","98","150","116","82",".267","1.29",".317","70.3%","1.29","23.6%","43.1%","33.3%","8.6%","11.2%","32.6%","51.4%","","","16.0%","","32.1%","61.1%","45.4%","64.9%","88.1%","79.2%","45.8%","9.4%","0","20.5%","5.2%","3.78","88.9","12.1","7.4%","111.6","37.9%","29.7%","13619"
"Jordan Lyles","BAL","12","11","0","32","32","179.0","7.24","2.61","1.31",".313","73.8%","40.2%","11.4%","4.42","4.94","4.40","4.39","1.4","0","196","94","88","26","52","8","5","144","228","228","111",".275","1.39",".313","73.8%","1.00","19.6%","40.2%","40.2%","10.5%","11.4%","49.2%","23.9%","2.6%","13.5%","10.8%","","31.9%","67.2%","46.2%","66.7%","89.2%","79.9%","40.4%","9.3%","0","18.6%","6.7%","4.36","88.6","15.3","10.4%","118.8","38.1%","26.4%","7593"
"Craig Stammen","SDP","1","2","0","33","1","40.2","7.75","2.21","1.99",".298","78.8%","50.8%","23.1%","4.43","4.08","5.15","3.70","-0.4","1","45","22","20","9","10","2","3","35","65","39","24",".273","1.35",".298","78.8%","1.67","18.8%","50.8%","30.5%","0.0%","23.1%","54.6%","13.3%","22.3%","7.4%","2.4%","","31.6%","66.3%","44.9%","60.3%","87.7%","75.9%","38.5%","10.8%","2","19.8%","5.6%","3.50","88.7","6.9","6.9%","111.3","36.2%","28.2%","7274"
"Emilio Pagan","MIN","4","6","9","59","0","63.0","12.00","3.71","1.71",".318","72.6%","40.4%","18.5%","4.43","3.91","4.21","3.26","-0.1","7","60","36","31","12","26","1","3","84","65","65","31",".243","1.37",".318","72.6%","1.00","19.3%","40.4%","40.4%","9.2%","18.5%","51.7%","21.1%","","2.5%","","24.7%","36.1%","74.8%","51.6%","66.3%","77.5%","72.8%","40.1%","14.0%","7","30.7%","9.5%","2.95","89.6","12.7","9.8%","113.8","44.2%","28.2%","14771"
"Hunter Greene","CIN","5","13","0","24","24","125.2","11.75","3.44","1.72",".281","76.3%","29.3%","16.1%","4.44","4.00","4.37","3.64","1.6","0","104","64","62","24","48","10","4","164","90","149","68",".220","1.21",".281","76.3%","0.60","22.1%","29.3%","48.5%","12.1%","16.1%","53.8%","40.9%","","","5.3%","","31.9%","72.5%","48.7%","55.1%","79.7%","70.2%","41.4%","14.5%","0","30.9%","9.0%","3.33","89.7","20.7","9.4%","113.6","40.1%","29.2%","22182"
"Matt Brash","SEA","4","4","0","39","5","50.2","11.01","5.86","0.53",".352","72.9%","51.6%","9.1%","4.44","4.53","3.51","3.70","0.6","0","46","25","25","3","33","2","3","62","64","33","27",".246","1.56",".352","72.9%","1.94","21.8%","51.6%","26.6%","12.1%","9.1%","35.9%","44.6%","","18.6%","0.9%","","30.8%","59.4%","42.4%","52.6%","83.6%","70.2%","40.5%","12.6%","9","27.9%","14.9%","4.00","88.8","6.7","4.8%","117.6","38.4%","32.3%","25756"
"Ross Detwiler","CIN","0","2","1","30","0","26.1","9.57","3.42","1.71",".342","83.8%","38.3%","19.2%","4.44","5.42","4.94","3.93","-0.1","0","31","13","13","5","10","3","0","28","31","26","24",".284","1.56",".342","83.8%","1.19","29.6%","38.3%","32.1%","11.5%","19.2%","50.3%","43.5%","","3.4%","2.8%","","30.2%","68.5%","47.8%","72.7%","85.8%","81.3%","45.9%","8.9%","1","23.0%","8.2%","3.60","89.9","13.4","8.6%","110.1","40.7%","26.8%","2859"
"Aaron Ashby","MIL","2","10","1","27","19","107.1","10.57","3.94","1.26",".324","70.3%","56.9%","19.7%","4.44","3.75","4.06","3.29","0.9","0","106","62","53","15","47","6","7","126","165","76","49",".251","1.43",".324","70.3%","2.17","16.9%","56.9%","26.2%","6.6%","19.7%","37.3%","29.2%","","12.7%","20.8%","","33.2%","58.4%","44.0%","54.5%","85.0%","71.8%","42.6%","12.4%","1","26.5%","9.9%","3.48","87.1","2.0","6.8%","112.3","34.1%","32.5%","23550"
"Dakota Hudson","STL","8","7","0","27","26","139.2","5.03","3.93","0.58",".301","70.6%","53.0%","7.2%","4.45","5.01","4.34","4.82","1.0","0","141","71","69","9","61","9","4","78","236","125","84",".268","1.45",".301","70.6%","1.89","18.9%","53.0%","28.1%","6.4%","7.2%","54.9%","27.4%","","13.6%","4.1%","","26.3%","69.0%","44.0%","67.5%","92.4%","83.6%","41.3%","7.2%","0","13.1%","10.2%","5.11","89.0","6.3","6.0%","116.9","40.4%","23.0%","19206"
"Aroldis Chapman","NYY","4","4","9","43","0","36.1","10.65","6.94","0.99",".238","73.8%","35.6%","10.0%","4.46","4.46","4.57","4.77","-0.2","0","24","18","18","4","28","1","6","43","31","40","16",".183","1.43",".238","73.8%","0.78","18.4%","35.6%","46.0%","10.0%","10.0%","60.5%","24.6%","","","","14.9%","25.7%","66.4%","41.2%","61.1%","74.4%","69.3%","38.1%","12.7%","1","26.9%","17.5%","4.53","87.5","16.6","6.8%","109.2","34.1%","30.9%","10233"
"Dane Dunning","TEX","4","8","0","29","29","153.1","8.04","3.64","1.17",".313","74.4%","53.3%","15.2%","4.46","4.49","4.45","4.03","0.9","0","158","80","76","20","62","11","6","137","242","132","80",".264","1.43",".313","74.4%","1.83","17.6%","53.3%","29.1%","5.3%","15.2%","40.1%","27.9%","12.0%","","20.1%","","32.0%","65.1%","44.0%","65.8%","87.2%","77.3%","36.4%","10.0%","0","20.4%","9.2%","4.17","87.9","5.4","8.9%","114.4","38.0%","27.8%","19409"
"Joely Rodriguez","NYM","2","4","0","55","0","50.1","10.19","4.65","0.54",".302","63.3%","53.8%","8.8%","4.47","3.62","3.23","3.46","0.4","0","42","28","25","3","26","1","2","57","70","34","26",".222","1.35",".302","63.3%","2.06","20.0%","53.8%","26.2%","5.9%","8.8%","55.3%","5.9%","","","38.7%","","38.4%","49.2%","42.5%","64.2%","85.4%","73.5%","37.9%","11.3%","9","26.4%","12.0%","3.54","85.3","5.0","3.8%","110.5","31.8%","31.8%","11487"
"Harold Castro","DET","0","0","0","4","0","4.0","2.25","2.25","0.00",".400","75.0%","26.7%","0.0%","4.50","7.59","4.11","6.70","0.0","0","6","2","2","0","1","1","0","1","4","7","4",".375","1.75",".400","75.0%","0.57","26.7%","26.7%","46.7%","0.0%","0.0%","100.0%","","","","","","43.2%","69.2%","50.0%","93.8%","100.0%","96.0%","26.0%","2.0%","0","5.6%","5.6%","6.06","97.8","18.7","0.0%","109.5","73.3%","20.0%","14691"
"Luis Torrens","SEA","1","0","0","2","0","2.0","0.00","0.00","4.50",".222","62.5%","30.0%","16.7%","4.50","11.28","9.61","7.55","-0.1","0","3","2","1","1","0","0","0","0","3","6","1",".300","1.50",".222","62.5%","0.50","10.0%","30.0%","60.0%","16.7%","16.7%","91.2%","2.9%","","","","2.9%","36.8%","80.0%","55.9%","71.4%","100.0%","89.5%","44.1%","5.9%","0","0.0%","0.0%","7.05","91.0","16.0","10.0%","103.8","60.0%","14.7%","15905"
"Gerardo Reyes","LAA","0","0","0","2","0","2.0","0.00","13.50","4.50",".250","100.0%","11.1%","16.7%","4.50","5.04","14.11","12.05","-0.1","0","3","1","1","1","3","0","0","0","1","6","2",".333","3.00",".250","100.0%","0.17","22.2%","11.1%","66.7%","33.3%","16.7%","76.6%","23.4%","","","","","36.4%","57.1%","42.6%","66.7%","87.5%","75.0%","29.8%","10.6%","0","0.0%","25.0%","11.00","88.1","36.0","0.0%","101.3","33.3%","31.9%","16306"
"Pedro Avila","SDP","0","0","0","2","0","4.0","11.25","2.25","2.25",".200","55.6%","54.5%","33.3%","4.50","6.17","5.36","3.22","0.0","0","3","3","2","1","1","1","1","5","6","3","2",".188","1.00",".200","55.6%","2.00","18.2%","54.5%","27.3%","0.0%","33.3%","48.6%","7.1%","","10.0%","34.3%","","22.9%","74.3%","48.6%","50.0%","76.9%","70.6%","50.0%","14.3%","0","27.8%","5.6%","2.57","90.5","4.2","18.2%","106.3","36.4%","30.0%","18864"
"Dustin May","LAD","2","3","0","6","6","30.0","8.70","4.20","0.90",".237","64.2%","51.3%","13.0%","4.50","3.67","4.38","4.21","0.3","0","21","17","15","3","14","5","0","29","40","23","15",".194","1.17",".237","64.2%","1.74","19.2%","51.3%","29.5%","13.0%","13.0%","51.9%","","21.3%","21.1%","5.7%","","30.7%","69.0%","46.8%","54.8%","83.3%","72.5%","42.2%","12.9%","0","22.8%","11.0%","4.21","86.6","4.7","5.1%","110.5","32.9%","28.7%","19716"
"Matthew Batten","SDP","0","0","0","2","0","2.0","4.50","0.00","4.50",".167","100.0%","0.0%","16.7%","4.50","4.00","8.61","6.55","-0.1","0","2","1","1","1","0","0","0","1","0","6","1",".250","1.00",".167","100.0%","0.00","14.3%","0.0%","85.7%","0.0%","16.7%","100.0%","","","","","","47.4%","71.4%","53.8%","88.9%","60.0%","78.6%","26.9%","11.5%","0","12.5%","0.0%","8.13","91.7","32.3","14.3%","101.7","28.6%","26.9%","20157"
"Anthony Kay","TOR","0","0","0","1","0","2.0","13.50","4.50","0.00",".400","75.0%","20.0%","0.0%","4.50","8.96","3.11","3.85","0.0","0","2","1","1","0","1","1","0","3","1","1","3",".250","1.50",".400","75.0%","1.00","60.0%","20.0%","20.0%","0.0%","0.0%","61.5%","33.3%","","5.1%","","","46.4%","36.4%","43.6%","61.5%","100.0%","70.6%","28.2%","12.8%","0","30.0%","10.0%","3.08","104.8","17.8","20.0%","116.2","100.0%","30.8%","20387"
"MacKenzie Gore","SDP","4","4","0","16","13","70.0","9.26","4.76","0.90",".312","74.1%","37.6%","9.2%","4.50","5.21","4.11","4.42","0.8","0","66","35","35","7","37","4","6","72","73","76","45",".246","1.47",".312","74.1%","0.96","23.2%","37.6%","39.2%","7.9%","9.2%","60.8%","15.4%","","18.0%","5.7%","","28.9%","71.0%","46.0%","64.4%","85.1%","77.4%","40.6%","10.4%","1","23.3%","12.0%","4.43","90.8","13.7","9.7%","112.2","45.4%","26.4%","22201"
"Ryan Yarbrough","TBR","3","8","0","20","9","80.0","6.86","2.48","1.35",".305","73.9%","37.9%","11.5%","4.50","4.40","4.77","4.75","0.0","0","88","44","40","12","22","11","3","61","97","104","55",".273","1.38",".305","73.9%","0.93","21.5%","37.9%","40.6%","16.3%","11.5%","18.7%","27.0%","30.3%","","23.9%","","34.1%","70.4%","50.0%","74.6%","83.5%","80.1%","43.7%","10.0%","0","17.2%","6.2%","4.32","85.1","17.2","7.3%","111.4","31.0%","26.0%","16502"
"Rico Garcia","BAL","0","0","0","6","0","8.0","2.25","3.38","2.25",".214","85.4%","30.0%","11.8%","4.50","4.59","6.99","6.88","-0.1","0","8","4","4","2","3","0","0","2","9","17","4",".250","1.38",".214","85.4%","0.53","13.3%","30.0%","56.7%","11.8%","11.8%","61.8%","","","16.2%","22.1%","","28.6%","72.7%","50.0%","90.0%","87.5%","88.2%","48.5%","5.9%","0","5.7%","8.6%","6.59","90.9","27.5","6.7%","110.4","46.7%","19.9%","20023"
"Luis Ortiz","PIT","0","2","0","4","4","16.0","9.56","5.63","0.56",".171","54.2%","43.9%","5.9%","4.50","2.96","3.67","4.44","0.3","0","8","9","8","1","10","0","0","17","18","17","6",".136","1.13",".171","54.2%","1.06","14.6%","43.9%","41.5%","23.5%","5.9%","57.8%","37.1%","","","5.1%","","34.5%","62.5%","45.1%","55.9%","84.6%","71.0%","37.8%","13.1%","0","24.6%","14.5%","4.65","86.1","12.0","2.4%","106.5","31.0%","31.6%","27646"
"Victor Arano","WSN","1","1","1","43","0","42.0","9.43","2.57","1.07",".344","58.9%","51.6%","13.5%","4.50","3.62","3.71","3.46","0.3","1","47","30","21","5","12","4","6","44","65","37","24",".275","1.40",".344","58.9%","1.76","19.0%","51.6%","29.4%","10.8%","13.5%","53.1%","46.9%","","","","","41.4%","64.5%","49.9%","59.6%","85.6%","71.9%","36.6%","14.0%","7","23.5%","6.4%","3.14","85.8","6.4","5.5%","113.2","35.4%","28.3%","15915"
"Ian Gibaut","- - -","1","2","1","34","0","36.0","12.00","4.50","0.75",".400","74.3%","37.6%","8.3%","4.50","3.27","3.11","3.51","0.6","2","39","18","18","3","18","1","0","48","35","36","22",".277","1.58",".400","74.3%","0.97","23.7%","37.6%","38.7%","13.9%","8.3%","44.2%","22.2%","22.5%","","11.1%","","29.2%","67.1%","44.7%","66.7%","82.6%","76.5%","40.8%","10.5%","3","30.0%","11.3%","3.24","86.6","14.9","4.3%","109.1","38.7%","29.0%","17871"
"Lou Trivino","- - -","2","8","11","64","0","53.2","11.24","4.02","1.01",".389","73.0%","52.6%","14.3%","4.53","4.37","3.63","3.34","0.2","3","64","31","27","6","24","4","3","67","80","42","30",".288","1.64",".389","73.0%","1.90","19.7%","52.6%","27.6%","7.1%","14.3%","47.6%","23.7%","15.6%","2.4%","10.7%","","33.2%","70.0%","47.4%","58.8%","85.7%","74.2%","38.7%","12.3%","4","26.8%","9.6%","3.19","88.7","6.8","7.1%","112.4","47.1%","27.6%","15043"
"Drew Hutchison","DET","3","9","0","28","18","105.1","5.81","3.59","1.28",".294","73.0%","40.3%","11.4%","4.53","5.38","4.93","4.93","0.1","0","114","58","53","15","42","2","3","68","140","132","75",".271","1.48",".294","73.0%","1.06","21.6%","40.3%","38.0%","9.1%","11.4%","52.7%","37.1%","","","10.2%","","31.9%","70.9%","47.5%","72.2%","88.1%","81.7%","39.9%","8.7%","0","14.7%","9.1%","5.07","90.3","14.3","8.8%","110.0","40.9%","23.6%","10732"
"Kyle Freeland","COL","9","11","0","31","31","174.2","6.75","2.73","0.98",".318","70.5%","42.0%","9.5%","4.53","5.11","4.21","4.48","2.6","0","193","96","88","19","53","16","4","131","235","199","126",".277","1.41",".318","70.5%","1.18","22.5%","42.0%","35.5%","10.1%","9.5%","45.4%","22.6%","","18.2%","13.8%","","31.3%","71.6%","47.4%","67.8%","88.7%","80.5%","40.2%","9.3%","0","17.1%","6.9%","4.51","89.8","12.7","9.7%","115.2","42.0%","24.9%","16256"
"Kirk McCarty","CLE","4","3","0","13","2","37.2","6.21","3.11","2.63",".241","78.7%","39.3%","21.6%","4.54","5.31","6.64","4.85","-0.8","0","37","23","19","11","13","1","0","26","46","51","20",".255","1.33",".241","78.7%","0.90","17.1%","39.3%","43.6%","11.8%","21.6%","38.7%","","42.3%","11.3%","7.7%","","31.7%","72.9%","50.5%","73.7%","83.2%","80.0%","45.6%","10.1%","0","16.4%","8.2%","4.57","89.5","17.0","10.9%","108.1","37.8%","26.5%","20555"
"Chris Archer","MIN","2","8","0","25","25","102.2","7.36","4.21","1.05",".259","67.7%","43.7%","10.8%","4.56","4.81","4.49","4.57","0.5","0","87","56","52","12","48","3","3","84","131","111","58",".225","1.31",".259","67.7%","1.18","19.3%","43.7%","37.0%","6.3%","10.8%","35.7%","44.3%","","5.3%","14.7%","","27.7%","68.2%","44.2%","64.8%","86.5%","78.5%","40.8%","9.5%","0","19.2%","11.0%","4.76","89.5","11.0","8.6%","111.6","44.0%","25.6%","6345"
"Nick Pivetta","BOS","10","12","0","33","33","179.2","8.77","3.66","1.35",".300","75.3%","38.5%","12.4%","4.56","4.65","4.42","4.26","1.5","0","175","91","91","27","73","5","10","175","200","218","102",".252","1.38",".300","75.3%","0.92","19.6%","38.5%","41.9%","12.8%","12.4%","51.0%","19.6%","","27.1%","2.3%","","30.2%","70.0%","47.6%","68.3%","85.0%","79.1%","43.7%","10.0%","0","22.6%","9.4%","4.21","90.7","15.3","9.0%","117.5","45.4%","26.7%","15454"
"Luis Cessa","CIN","4","4","0","46","10","80.2","6.58","3.12","1.56",".266","71.8%","48.8%","16.9%","4.57","4.43","5.02","4.29","0.0","1","76","44","41","14","28","2","3","59","119","83","42",".248","1.29",".266","71.8%","1.43","17.2%","48.8%","34.0%","8.4%","16.9%","42.1%","38.9%","","","18.9%","","31.4%","66.7%","46.2%","64.4%","89.9%","79.9%","42.0%","9.3%","5","17.6%","8.3%","4.35","89.7","8.4","9.3%","113.7","42.9%","26.5%","13345"
"Dillon Peters","PIT","5","2","0","22","4","39.1","5.95","3.89","1.14",".256","71.1%","43.0%","10.4%","4.58","4.49","4.74","4.89","-0.1","0","35","20","20","5","17","0","1","26","52","48","21",".236","1.32",".256","71.1%","1.08","17.4%","43.0%","39.7%","8.3%","10.4%","50.3%","11.2%","","14.4%","24.1%","","32.2%","65.9%","46.3%","77.3%","86.8%","82.9%","41.7%","7.9%","3","15.8%","10.3%","4.85","88.8","13.8","6.6%","110.8","36.1%","24.6%","18790"
"Yohan Ramirez","- - -","4","1","1","30","0","37.1","7.71","4.82","0.96",".267","74.4%","49.5%","12.9%","4.58","4.71","4.88","4.72","-0.2","1","32","19","19","4","20","6","2","32","52","31","22",".227","1.39",".267","74.4%","1.68","21.0%","49.5%","29.5%","19.4%","12.9%","67.7%","32.3%","","","","","26.4%","64.4%","42.6%","63.8%","88.2%","79.5%","42.6%","8.7%","2","19.2%","12.0%","4.41","87.8","8.7","7.3%","113.6","38.5%","27.7%","19444"
